,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13
37385,0.53617,0.49726,0.57215,0.53972,0.64602,0.88228,0.84382,0.89372,0.44736,0.02743,0.73236,0.55556
17399,0.72049,0.6807,0.7372,0.71727,0.77953,0.9162,0.84373,0.93284,0.62807,0.16711,0.08994,0.11116
11487,0.72808,0.68815,0.72281,0.721,0.75095,0.93509,0.84918,0.95674,0.57768,0.08845,0.09204,0.11215
32329,0.51721,0.44396,0.48547,0.64424,0.65964,0.66755,0.63949,0.67227,0.3481,0.02461,0.37619,0.31121
14842,0.35521,0.37802,0.50305,0.70283,0.80948,0.91791,0.97637,0.9959,0.66097,0.02701,0.80808,0.61262
42932,0.64594,0.61094,0.63784,0.63852,0.67829,0.98213,0.87939,1.0155,0.53195,0.06278,0.06623,0.08431
4426,0.85641,0.81171,0.84678,0.76217,0.83286,1.00025,0.84614,1.03098,0.12962,0.00031,0.55211,0.42497
24479,0.65844,0.62319,0.69122,0.6667,0.73829,0.92564,0.90184,0.93238,0.51853,0.01892,0.57388,0.47601
25524,0.23242,0.23139,0.40736,0.2305,0.58091,0.98488,0.95425,0.9954,0.46725,0.00174,0.91917,0.7191
19130,0.68453,0.64445,0.68236,0.68561,0.71243,0.99359,0.98021,0.98885,0.80682,0.17928,0.08012,0.1003
13366,0.64607,0.61769,0.69821,0.61742,0.75724,0.98283,0.88298,1.01208,0.13145,0.00032,0.76647,0.56041
20200,0.93113,0.858,0.91713,0.93478,0.94913,0.9559,0.93977,0.9632,0.60388,0.01432,0.47939,0.53636
22694,0.51372,0.46593,0.53021,0.49928,0.59806,0.84407,0.80626,0.85663,0.54193,0.23702,0.14365,0.17711
9115,0.82649,0.77282,0.8143,0.82329,0.83526,0.88614,0.86394,0.87807,0.81372,0.31344,0.11828,0.14396
49836,0.53664,0.49821,0.54195,0.52167,0.57738,0.73044,0.67689,0.79163,0.32799,0.01842,0.44669,0.2913
3742,0.78014,0.73408,0.79377,0.76349,0.84048,0.89877,0.82365,0.92499,0.65405,0.17625,0.12481,0.14569
29220,0.4578,0.41605,0.43245,0.43272,0.43989,0.444,0.42831,0.44639,0.21049,0.00109,0.07423,0.08872
30927,0.56443,0.51593,0.55672,0.5517,0.58961,0.78797,0.85328,0.88922,0.446,0.00371,0.6094,0.50766
22726,0.46438,0.42921,0.49929,0.46127,0.56528,0.90269,0.87172,0.9114,0.41396,0.00192,0.10492,0.12527
25479,0.52527,0.49467,0.56173,0.53205,0.64291,0.93154,0.91797,0.93702,0.66775,0.24901,0.30976,0.31017
5924,0.74553,0.71475,0.77052,0.76248,0.81098,1.10847,1.07644,1.11421,0.58556,0.01804,0.73607,0.53855
41282,0.42589,0.43476,0.66031,0.46032,0.95002,0.95364,0.95488,0.95856,0.88461,0.3929,0.56346,0.62728
15526,0.85328,0.80759,0.8547,0.84814,0.88567,1.01554,0.95737,1.0242,0.55243,0.20688,0.17268,0.20099
37245,0.57366,0.54361,0.60102,0.56361,0.65464,0.98973,0.89841,1.01418,0.489,0.19877,0.14803,0.18085
39434,0.29345,0.30135,0.46776,0.29624,0.59058,1.02434,0.97505,1.04021,0.3409,0.00048,0.73752,0.47658
4450,0.62956,0.59433,0.64581,0.61488,0.69636,0.93905,0.82742,0.97048,0.41503,0.01342,0.0762,0.09356
41142,0.79543,0.73384,0.77753,0.79494,0.80162,0.86126,0.83732,0.8567,0.74968,0.31594,0.15321,0.17935
6754,0.78625,0.747,0.79301,0.77908,0.81517,0.93704,0.85229,0.96761,0.66203,0.14365,0.08099,0.10194
19,0.82079,0.7727,0.82215,0.81624,0.86109,0.92147,0.86734,0.92318,0.58872,0.05085,0.09468,0.1186
26205,0.36911,0.30056,0.36958,0.31051,0.44232,0.6153,0.56752,0.6267,0.13567,0.00102,0.46001,0.30227
1792,0.8766,0.83132,0.86598,0.86646,0.88655,1.02493,0.93277,1.05994,0.64998,0.15784,0.37855,0.30394
19438,0.72101,0.69003,0.71876,0.71551,0.72221,0.73085,0.72032,0.73643,0.59087,0.23917,0.52634,0.34781
3953,0.71191,0.68201,0.71738,0.72958,0.73212,0.73254,0.73221,0.7337,0.6893,0.23373,0.09545,0.11876
34909,0.77948,0.735,0.76477,0.77364,0.78841,0.80588,0.79182,0.89216,0.51583,0.01219,0.04707,0.06046
29955,0.82267,0.7694,0.81444,0.81579,0.83279,0.87198,0.8294,0.88645,0.64321,0.12694,0.18991,0.22079
44657,0.8007,0.75521,0.79809,0.80127,0.82524,0.96026,0.9098,0.96394,0.6329,0.12988,0.11526,0.1383
10223,0.71747,0.67302,0.72605,0.67503,0.74751,0.91097,0.79082,0.94752,0.33867,0.00709,0.08703,0.1047
14794,0.32705,0.25282,0.33285,0.23637,0.37745,0.66013,0.53354,0.70094,0.01619,0.00111,0.21116,0.16893
28021,0.48993,0.36828,0.40975,0.41742,0.45198,0.54573,0.51971,0.54724,0.24049,0.00324,0.30405,0.24364
22586,0.75801,0.72249,0.7761,0.75113,0.86838,0.98396,0.89235,1.00571,0.64972,0.15775,0.07733,0.09752
23944,0.3038,0.2309,0.23758,0.24696,0.24924,0.24961,0.24688,0.24844,0.19539,0.05062,0.20825,0.16109
5482,0.43428,0.38454,0.45251,0.41075,0.54964,0.75727,0.73539,0.76301,0.41887,0.02807,0.52118,0.33497
37047,0.26629,0.25749,0.49783,0.33708,0.76371,0.93909,0.91336,0.94977,0.48267,0.00541,0.87949,0.78315
30513,0.49389,0.46742,0.53646,0.4602,0.58782,0.94559,0.76736,1.00976,0.29819,0.01744,0.07112,0.09238
1657,0.55939,0.52174,0.58045,0.47641,0.6292,0.89974,0.74897,0.94631,0.03591,0.00027,0.76491,0.52552
8734,0.84033,0.79322,0.84554,0.88381,0.91782,0.94377,0.88847,0.94998,0.71095,0.19421,0.08759,0.10924
32327,0.74846,0.70732,0.74449,0.71821,0.75899,0.93815,0.82195,0.96999,0.38192,0.00505,0.07282,0.08904
26675,0.16363,0.1839,0.30347,0.48234,0.57414,0.67007,0.7184,0.88884,0.29208,0.02627,0.628,0.64715
45700,0.45321,0.35575,0.39972,0.42542,0.43416,0.43597,0.43169,0.43761,0.32271,0.02246,0.08659,0.09968
25676,0.50259,0.4621,0.55302,0.48621,0.69035,0.94173,0.93378,0.94534,0.71662,0.04454,0.13196,0.17868
9032,0.58967,0.56038,0.60085,0.61602,0.65121,0.6885,0.63915,0.70955,0.42432,0.13975,0.11017,0.13584
23931,0.81311,0.76225,0.80433,0.81933,0.8317,0.86944,0.84011,0.89194,0.6901,0.21739,0.67159,0.56047
25354,0.77003,0.68335,0.71903,0.68433,0.71778,0.74859,0.68034,0.76904,0.27654,0.00853,0.50653,0.3156
48274,0.19012,0.18377,0.28524,0.15925,0.38503,0.98287,0.86312,1.01949,0.06407,0.0003,0.68883,0.41289
33195,0.7373,0.70136,0.74293,0.73617,0.79041,1.00362,0.99729,0.99915,0.89916,0.31033,0.11316,0.13918
17139,0.16869,0.26925,0.57276,0.85872,0.9347,1.01218,0.85981,1.06144,0.12133,0.00316,0.94521,0.73577
27026,0.62578,0.58279,0.61919,0.62588,0.653,0.86966,0.80852,0.88868,0.46329,0.04042,0.61441,0.47385
1627,0.77775,0.74239,0.80383,0.7919,0.86083,0.98878,0.94062,1.00026,0.50939,0.03342,0.61373,0.45971
39631,0.58028,0.5462,0.58089,0.56754,0.61577,0.93303,0.97105,1.02698,0.49649,0.02091,0.07262,0.09045
26800,0.78215,0.74547,0.78809,0.7946,0.80907,0.82043,0.80234,0.83192,0.44983,0.00521,0.74075,0.59382
38512,0.23965,0.26081,0.37768,0.57656,0.67083,0.75516,0.82496,0.92644,0.60519,0.01573,0.30972,0.37926
35468,0.75814,0.70047,0.74389,0.75628,0.77158,0.87036,0.85248,0.86176,0.7596,0.22929,0.08668,0.10727
43213,0.71386,0.68442,0.72988,0.72465,0.76608,1.03585,0.94058,1.09822,0.67569,0.34498,0.69317,0.54812
18712,0.45332,0.33384,0.40806,0.40296,0.47003,0.65014,0.60229,0.66374,0.13147,0.00185,0.06841,0.07381
38544,0.26878,0.25574,0.33796,0.25644,0.43282,1.00171,0.97824,1.00844,0.56881,0.00618,0.24156,0.23367
13092,0.56073,0.56053,0.64821,0.67531,0.68854,0.6995,0.68448,0.70667,0.33436,0.00184,0.10157,0.14009
46614,0.54131,0.45608,0.48864,0.4761,0.51732,0.6637,0.61706,0.66787,0.19251,0.00099,0.22988,0.17908
21776,0.48255,0.41216,0.45842,0.46115,0.50053,0.73856,0.68808,0.75482,0.32208,0.00925,0.0798,0.09665
14696,0.68552,0.62701,0.69196,0.71346,0.71962,0.72222,0.72154,0.72236,0.63392,0.17282,0.10631,0.12758
30891,0.29811,0.26415,0.33231,0.26052,0.41078,0.80982,0.76632,0.82273,0.25304,0.0005,0.75076,0.6376
44322,0.87237,0.82503,0.85587,0.85808,0.86439,0.92537,0.87585,0.9235,0.69505,0.12157,0.06457,0.08225
20819,0.66762,0.57041,0.63525,0.66021,0.68086,0.69884,0.67726,0.70179,0.54022,0.08909,0.1015,0.12153
44717,0.57681,0.49794,0.55105,0.55663,0.60307,0.74847,0.70436,0.75883,0.3201,0.0031,0.07607,0.09115
32323,0.2833,0.26556,0.36575,0.26118,0.56329,1.02928,0.98459,1.0401,0.4845,0.05597,0.44754,0.45542
9600,0.83191,0.78357,0.81462,0.82395,0.82423,0.82087,0.81481,0.81437,0.75492,0.15815,0.08243,0.10111
9745,0.27567,0.25796,0.31154,0.26401,0.38455,1.0251,1.08121,1.10531,0.71,0.0518,0.58855,0.3862
3862,0.73382,0.66485,0.71338,0.71954,0.734,0.7419,0.71596,0.74331,0.4628,0.03248,0.10366,0.1249
2013,0.90439,0.85506,0.89502,0.91109,0.91697,0.95449,0.92862,0.96206,0.81902,0.21301,0.10758,0.13625
42328,0.73653,0.6774,0.79403,0.7412,0.8362,0.84394,0.81346,0.84654,0.6807,0.21281,0.12875,0.15338
19145,0.25149,0.23932,0.3539,0.2186,0.47525,0.99455,0.87564,1.03154,0.09663,0.00029,0.94868,0.79495
19411,0.65284,0.58976,0.64692,0.63916,0.6818,0.79464,0.72814,0.81544,0.51315,0.09991,0.07612,0.09435
49972,0.34536,0.33191,0.40564,0.34978,0.48109,1.04881,0.994,1.06397,0.44372,0.03127,0.79308,0.57362
34024,0.87737,0.83478,0.88778,0.89484,0.9423,1.03942,0.99178,1.0474,0.7002,0.20597,0.65349,0.54728
39621,0.63253,0.6047,0.65524,0.64587,0.70067,1.0481,0.99674,1.05903,0.48847,0.03001,0.70199,0.48827
44529,0.48672,0.49149,0.57654,0.80629,0.96514,1.11765,1.10692,1.12064,0.84278,0.1547,0.91867,0.72008
23512,0.89143,0.83143,0.86914,0.85275,0.86315,0.88739,0.83552,0.88146,0.52156,0.01965,0.07319,0.09129
1798,0.69252,0.64102,0.69086,0.68697,0.72936,0.83698,0.77592,0.86028,0.45714,0.03187,0.58524,0.47558
10111,0.57774,0.55553,0.64814,0.55685,0.72343,0.98497,0.85706,1.02162,0.38407,0.02252,0.08577,0.10578
4238,0.71385,0.67345,0.71795,0.69968,0.75644,1.01945,0.96924,1.01549,0.46018,0.00442,0.09268,0.09989
49286,0.50961,0.47786,0.52535,0.51599,0.56751,0.85709,0.91374,0.93588,0.57035,0.08413,0.62976,0.49877
22809,0.86,0.81473,0.8591,0.87183,0.93092,0.94755,0.90292,0.955,0.58249,0.06335,0.55882,0.52593
44233,0.33901,0.32069,0.37781,0.35231,0.5009,1.09107,1.02808,1.10536,0.41454,0.02842,0.85551,0.66414
4669,0.87026,0.82351,0.85889,0.86327,0.8766,0.9412,0.90475,0.93263,0.78855,0.21188,0.09818,0.12144
18182,0.62177,0.63482,0.72493,0.67061,0.70797,0.76307,0.6748,0.80067,0.23992,0.03357,0.15569,0.18589
10307,0.43747,0.35492,0.43832,0.4253,0.515,0.69863,0.69181,0.70657,0.54233,0.20845,0.1585,0.18327
29588,0.72061,0.68147,0.7165,0.71617,0.74898,0.97593,0.9472,0.97585,0.76435,0.29868,0.10344,0.12802
29091,0.48712,0.385,0.45809,0.47368,0.52263,0.66653,0.63178,0.68225,0.39302,0.04178,0.10718,0.12438
8090,0.72618,0.68946,0.72937,0.71863,0.76536,1.00559,0.94019,1.01484,0.72554,0.26703,0.09166,0.11438
38514,0.44592,0.46515,0.62147,0.68704,0.97973,1.01532,0.93991,1.03976,0.19835,0.00037,0.93427,0.78653
8459,0.5243,0.49545,0.55173,0.48694,0.58443,0.94734,0.75969,1.01894,0.33245,0.03827,0.08022,0.10315
25646,0.57483,0.53676,0.59477,0.57113,0.65684,0.87285,0.79616,0.89799,0.55593,0.22545,0.10656,0.13115
8368,0.77653,0.72692,0.76524,0.77931,0.79019,0.84733,0.81052,0.86212,0.6701,0.19502,0.38689,0.35591
35947,0.44556,0.3883,0.44674,0.42639,0.51127,0.78558,0.75119,0.79727,0.32068,0.00396,0.22152,0.24309
35776,0.40483,0.37575,0.44503,0.38796,0.52946,0.9698,0.9539,0.97528,0.66361,0.11347,0.19066,0.22482
4606,0.48176,0.37473,0.4509,0.46163,0.52852,0.67156,0.66258,0.67747,0.49016,0.0787,0.10062,0.11606
43907,0.70678,0.67167,0.71072,0.70144,0.74325,1.03713,1.0038,1.0383,0.73392,0.24935,0.10138,0.12602
7583,0.55699,0.53464,0.60046,0.55158,0.66589,0.97338,0.88329,0.99793,0.27333,0.00118,0.60702,0.35946
45493,0.58725,0.45664,0.5348,0.56758,0.59978,0.64899,0.63459,0.64693,0.4487,0.03186,0.08061,0.09335
11642,0.30709,0.27604,0.34939,0.25367,0.40223,0.8229,0.71387,0.85513,0.06237,0.00036,0.74297,0.54524
29799,0.47492,0.45171,0.50366,0.43214,0.55417,1.03983,0.87732,1.08705,0.07626,0.00032,0.62117,0.32705
21570,0.82896,0.76961,0.80807,0.81832,0.82373,0.84548,0.82077,0.84886,0.77994,0.29201,0.11122,0.13618
17243,0.30993,0.27194,0.33481,0.28256,0.40753,0.76119,0.7472,0.76638,0.47584,0.02489,0.66509,0.53857
11466,0.64871,0.62361,0.70285,0.66746,0.7644,1.0482,1.01776,1.05689,0.61241,0.07677,0.59415,0.46482
11991,0.80207,0.76557,0.80344,0.81915,0.84895,0.90206,0.84482,0.96262,0.57413,0.06768,0.07356,0.09293
5841,0.56793,0.53695,0.61439,0.56671,0.69469,0.98946,0.95523,0.99778,0.4781,0.00911,0.20582,0.21473
5553,0.71117,0.64531,0.69476,0.71062,0.7295,0.79484,0.75894,0.80225,0.63448,0.17009,0.11746,0.14173
42374,0.56678,0.5102,0.54137,0.47471,0.54275,0.77738,0.65516,0.80565,0.06998,0.00039,0.19231,0.20117
758,0.69454,0.63822,0.67899,0.69207,0.70644,0.8011,0.75341,0.81826,0.60985,0.1844,0.19742,0.22774
49477,0.45704,0.42988,0.5047,0.43809,0.58118,1.01944,0.91087,1.04968,0.3371,0.04318,0.85996,0.60658
17450,0.50518,0.4573,0.49361,0.50236,0.5472,0.62404,0.6376,0.71012,0.35103,0.01369,0.45261,0.26884
28133,0.64873,0.579,0.61684,0.58489,0.63891,0.73021,0.63957,0.75926,0.11773,0.00042,0.55792,0.44047
46205,0.43871,0.31722,0.35647,0.31433,0.38833,0.53461,0.44771,0.556,0.02575,0.00112,0.42005,0.2794
1253,0.91235,0.84456,0.89587,0.91346,0.92553,0.93048,0.91794,0.93642,0.63275,0.02864,0.86268,0.80987
39288,0.56049,0.52374,0.56516,0.56182,0.60869,0.9422,0.88745,0.95663,0.43228,0.06528,0.58564,0.36957
24708,0.37614,0.32419,0.53801,0.34589,0.7658,0.83323,0.72959,0.88388,0.07844,0.00249,0.75113,0.61915
3305,0.81779,0.77689,0.80862,0.79853,0.81967,0.9319,0.84245,0.96192,0.61962,0.07786,0.05878,0.07516
14303,0.39749,0.35839,0.4335,0.36579,0.52679,0.83919,0.79593,0.85129,0.36193,0.02903,0.52644,0.34336
17292,0.47809,0.39267,0.43394,0.42387,0.47362,0.58065,0.51416,0.60367,0.18692,0.00108,0.39838,0.28819
5694,0.83879,0.7929,0.877,0.90777,0.91387,0.91359,0.89892,0.90992,0.68257,0.09768,0.10129,0.12361
44443,0.37746,0.38873,0.46132,0.58681,0.64795,0.71021,0.75664,0.84888,0.55348,0.04166,0.97185,0.81945
6428,0.65337,0.58917,0.63488,0.61316,0.65476,0.81721,0.74405,0.82897,0.19462,0.00065,0.06109,0.07361
5467,0.82566,0.78697,0.8303,0.80194,0.84117,1.05716,0.93153,1.09408,0.28785,0.00075,0.77044,0.5872
17236,0.76651,0.72293,0.75753,0.76592,0.76769,0.7667,0.76385,0.76417,0.71217,0.22245,0.09704,0.12009
9238,0.46962,0.44659,0.5019,0.47807,0.56295,0.98863,0.94755,0.99792,0.44444,0.02294,0.56191,0.33902
28818,0.15208,0.15282,0.26153,0.14616,0.38174,0.99989,0.96605,1.01136,0.44974,0.00118,0.74595,0.5435
13804,0.89806,0.85572,0.92095,0.94005,0.96757,0.99231,0.91652,1.00642,0.72672,0.22997,0.09089,0.11345
1749,0.55875,0.54017,0.63422,0.56131,0.69518,1.0351,0.93531,1.06081,0.46547,0.08557,0.38963,0.297
40899,0.41547,0.38932,0.40496,0.38768,0.40397,0.4224,0.39085,0.43631,0.07971,0.00029,0.40825,0.34114
12687,0.76841,0.72572,0.75266,0.71529,0.75248,0.9612,0.82022,1.00445,0.36397,0.01346,0.0714,0.08805
36616,0.97937,0.90322,0.9115,0.7859,0.84088,0.92103,0.77612,0.97005,0.31079,0.00367,0.05964,0.07557
37348,0.58691,0.47049,0.5422,0.57021,0.59954,0.66242,0.62979,0.67613,0.45961,0.0966,0.12736,0.1454
38621,0.47862,0.43707,0.52639,0.41393,0.62777,0.83266,0.73096,0.86234,0.05714,0.0006,0.10918,0.13068
33346,0.5735,0.53248,0.61338,0.56363,0.7054,0.88634,0.83809,0.8955,0.39293,0.00671,0.06542,0.0821
25705,0.51603,0.40704,0.46464,0.48979,0.51355,0.62899,0.60977,0.6734,0.36264,0.02229,0.09625,0.11219
7090,0.23237,0.18918,0.22627,0.17026,0.30466,0.82357,0.76225,0.84068,0.17083,0.00059,0.7273,0.47255
38571,0.62855,0.57478,0.63014,0.62173,0.68167,0.82412,0.75588,0.84375,0.46943,0.04377,0.11134,0.13145
24403,0.75969,0.71473,0.75482,0.76096,0.77861,0.91544,0.95453,0.98942,0.66681,0.26443,0.13165,0.15729
36479,0.60688,0.48177,0.56152,0.59753,0.62687,0.67845,0.65546,0.68815,0.44991,0.04016,0.09605,0.11196
42404,0.52655,0.50898,0.58907,0.75053,0.82466,0.90264,0.91635,1.00137,0.51565,0.18575,0.39349,0.38035
17051,0.61655,0.58926,0.64519,0.58001,0.67018,0.97972,0.82738,1.02832,0.13475,0.00031,0.56065,0.35023
38550,0.26234,0.27128,0.58108,0.25535,0.84106,0.89723,0.86948,0.90693,0.42322,0.00172,0.47909,0.34308
33326,0.67266,0.63666,0.68489,0.66408,0.73396,1.01797,0.96487,1.02244,0.61173,0.09476,0.08952,0.10818
33285,0.57567,0.5648,0.67972,0.59008,0.78849,1.03,0.90217,1.06548,0.34054,0.05145,0.50407,0.37272
29309,0.74462,0.6702,0.71905,0.74397,0.75415,0.75766,0.74448,0.75523,0.72309,0.27298,0.10667,0.1295
6398,0.51803,0.47928,0.55537,0.68315,0.73478,0.78195,0.78003,0.82071,0.46762,0.14584,0.24062,0.27767
18769,0.42123,0.41375,0.46828,0.51971,0.55721,0.59773,0.6069,0.69171,0.26471,0.00099,0.81193,0.59785
10589,0.63286,0.60513,0.6296,0.56776,0.58909,0.61428,0.55508,0.62525,0.12829,0.00031,0.48137,0.32677
12940,0.88994,0.8167,0.8883,0.91774,0.93133,0.93743,0.93208,0.94498,0.72378,0.08865,0.81218,0.05428
30887,0.38031,0.2674,0.2995,0.30543,0.34585,0.52917,0.51588,0.52867,0.34123,0.06765,0.32014,0.18987
25281,0.27502,0.27236,0.45441,0.27225,0.61381,0.89818,0.87933,0.90495,0.52361,0.00897,0.81089,0.72275
4173,0.85106,0.80136,0.84311,0.85126,0.86466,0.87419,0.85265,0.88174,0.54816,0.10258,0.32454,0.32623
16153,0.85082,0.79706,0.83329,0.84715,0.85135,0.90213,0.88064,0.89264,0.82492,0.30344,0.11051,0.13584
20399,0.22598,0.18294,0.258,0.17288,0.32865,0.72972,0.7398,0.79892,0.21242,0.00089,0.45051,0.4046
27947,0.65133,0.63281,0.67145,0.61653,0.61249,0.61388,0.60067,0.62525,0.29495,0.00192,0.05816,0.07296
36515,0.34935,0.30869,0.33073,0.32632,0.33764,0.34949,0.33314,0.36073,0.16836,0.00908,0.13801,0.15664
11150,0.79175,0.76067,0.81811,0.8097,0.86508,1.05689,1.0084,1.06665,0.65412,0.09822,0.66144,0.48767
18074,0.74512,0.67795,0.72638,0.73837,0.75968,0.80272,0.77205,0.80269,0.69984,0.19452,0.07477,0.09332
13236,0.63518,0.6006,0.63197,0.62746,0.66723,1.01496,0.9791,1.01689,0.63043,0.12951,0.09776,0.1196
28277,0.86416,0.81459,0.84761,0.8568,0.8626,0.91022,0.87624,0.91212,0.81287,0.30352,0.13578,0.16137
43763,0.44918,0.41192,0.48101,0.41314,0.55326,0.88539,0.80209,0.90962,0.19399,0.00056,0.13165,0.16524
25269,0.60082,0.52517,0.57308,0.58568,0.60792,0.7411,0.6852,0.75958,0.44079,0.04477,0.09809,0.11784
45171,0.62351,0.58505,0.62691,0.59448,0.65457,0.94121,0.82281,0.97682,0.41375,0.06239,0.07744,0.09889
16072,0.8001,0.765,0.8074,0.80886,0.862,0.95607,0.85714,0.98431,0.60122,0.12367,0.10378,0.12458
31846,0.40294,0.34153,0.41396,0.37586,0.49478,0.65944,0.64214,0.66548,0.41405,0.07861,0.5551,0.42464
18239,0.76562,0.7191,0.77205,0.7799,0.8543,0.88535,0.82017,0.8958,0.57928,0.04064,0.05894,0.0751
45376,0.59232,0.56163,0.62404,0.58555,0.6954,0.98849,0.9514,0.99372,0.66439,0.23081,0.09496,0.12068
21882,0.85931,0.80859,0.85103,0.88213,0.90052,0.90043,0.8699,0.89019,0.76408,0.18528,0.07558,0.09526
2714,0.66706,0.63245,0.66345,0.65982,0.69628,1.01412,0.95518,1.02505,0.69041,0.33598,0.14142,0.1712
17276,0.38074,0.36022,0.45592,0.34927,0.54835,0.97644,0.93573,0.98578,0.38808,0.00068,0.12474,0.13684
40070,0.49623,0.48637,0.60915,0.49468,0.68417,0.96861,0.82796,1.02117,0.36713,0.04724,0.62021,0.39269
5722,0.59031,0.5714,0.6631,0.75633,0.82052,0.89294,0.75241,0.92924,0.04025,0.00037,0.05542,0.06292
12971,0.58007,0.49463,0.55524,0.56076,0.59934,0.69753,0.64415,0.71299,0.37057,0.00949,0.07019,0.08492
13398,0.43674,0.40869,0.45255,0.42246,0.50822,1.00731,0.98625,1.01183,0.61187,0.00702,0.11089,0.14855
34219,0.80208,0.76097,0.7957,0.79902,0.82324,0.98143,0.95668,0.97772,0.81823,0.31037,0.11894,0.14581
15906,0.66563,0.63102,0.67753,0.70748,0.76862,0.85933,0.7688,0.96924,0.35711,0.0229,0.08925,0.10887
31170,0.75354,0.70156,0.74313,0.7411,0.77234,0.89275,0.83794,0.89893,0.54774,0.06167,0.08797,0.10911
43981,0.56819,0.51343,0.55736,0.56569,0.60042,0.8374,0.83417,0.83941,0.72515,0.19714,0.14701,0.17169
34740,1.06269,0.99937,1.02179,0.90242,0.9669,1.04683,0.89283,1.09438,0.13375,0.00039,0.93067,0.41445
6696,0.22984,0.22581,0.38304,0.2106,0.51218,0.9898,0.898,1.01574,0.17789,0.00289,0.93848,0.83131
13725,0.50141,0.42425,0.45953,0.46934,0.48936,0.55862,0.54778,0.58765,0.31005,0.01294,0.40219,0.30901
36533,0.42203,0.42636,0.5902,0.45744,0.75734,1.00944,0.97452,1.01995,0.51245,0.03326,0.87243,0.72453
44430,0.44722,0.32965,0.3615,0.37,0.40516,0.44471,0.42104,0.53782,0.06776,0.00121,0.43812,0.31561
20488,0.56671,0.51856,0.56425,0.55746,0.60754,0.83069,0.75473,0.85727,0.51797,0.18109,0.11682,0.13791
18987,0.9029,0.8516,0.88042,0.86831,0.87846,0.9275,0.86969,0.94343,0.77389,0.22993,0.12085,0.14362
23487,0.56629,0.51887,0.549,0.53216,0.56981,0.82948,0.73356,0.89149,0.2748,0.00298,0.09959,0.11805
24782,0.47905,0.40988,0.45759,0.45497,0.50104,0.68108,0.66479,0.68723,0.48114,0.18631,0.53562,0.43225
25336,0.27952,0.26844,0.38887,0.26183,0.51774,1.0904,1.03737,1.10615,0.36043,0.00048,1.00023,0.74187
4073,0.61495,0.59626,0.68751,0.63593,0.7746,1.08684,1.07055,1.09187,0.73907,0.08107,0.84604,0.62002
29877,0.79272,0.74005,0.77709,0.79356,0.79871,0.79982,0.79727,0.79996,0.75748,0.33031,0.14195,0.16987
5190,0.5271,0.50365,0.56678,0.46304,0.58128,0.79357,0.64777,0.83871,0.03465,0.0003,0.6159,0.35312
26741,0.50162,0.44651,0.47547,0.49557,0.51298,0.52834,0.52066,0.55677,0.2858,0.00651,0.5401,0.4237
21343,0.59835,0.56026,0.59952,0.58926,0.64168,0.96807,0.93172,0.97473,0.54435,0.04221,0.08629,0.10816
16079,0.87512,0.83647,0.8733,0.87257,0.90635,1.00849,0.99726,1.00021,0.91585,0.36807,0.13912,0.16902
32615,0.65742,0.61039,0.65654,0.65155,0.70009,0.94662,0.92214,0.94577,0.56127,0.0123,0.08383,0.10124
35968,0.56941,0.54101,0.57676,0.56204,0.62716,1.08187,1.02588,1.09396,0.39419,0.00864,0.67664,0.41959
8127,0.69298,0.62403,0.66275,0.67249,0.67532,0.67373,0.66286,0.6687,0.52513,0.05709,0.18097,0.19205
33882,0.74197,0.69482,0.73046,0.75084,0.75809,0.76216,0.76223,0.77431,0.68811,0.14367,0.06651,0.08435
47489,0.56817,0.45454,0.52824,0.55307,0.58878,0.68948,0.68472,0.69073,0.5542,0.06392,0.09997,0.11622
45602,0.59019,0.52576,0.56297,0.57646,0.59621,0.70214,0.6534,0.72527,0.50343,0.18127,0.50299,0.41173
19038,0.70839,0.66696,0.69945,0.70735,0.72778,0.98467,0.95831,0.98653,0.74378,0.32329,0.13448,0.16342
15051,0.71021,0.66528,0.69539,0.6895,0.70661,0.79965,0.77534,0.8516,0.40289,0.0037,0.05432,0.06872
26260,0.79777,0.70488,0.76092,0.74308,0.77069,0.79868,0.74532,0.81532,0.45672,0.0816,0.10051,0.12055
25967,0.58376,0.49211,0.56247,0.57789,0.62693,0.71342,0.69449,0.71869,0.57427,0.19281,0.09816,0.11647
26018,0.85023,0.81119,0.84151,0.84694,0.84922,0.8491,0.8395,0.84585,0.743,0.18128,0.09002,0.10895
9864,0.72623,0.69062,0.73343,0.72179,0.78672,0.9842,0.91645,0.99424,0.7205,0.27049,0.08938,0.11168
13537,0.51171,0.49859,0.54757,0.61131,0.64786,0.68482,0.70668,0.79313,0.43443,0.00394,0.08226,0.1107
34153,0.53922,0.47117,0.53801,0.52471,0.60735,0.75608,0.69706,0.77519,0.36557,0.01627,0.11397,0.13178
33604,0.61595,0.56367,0.60988,0.66576,0.69458,0.72625,0.71343,0.75438,0.4985,0.13128,0.48607,0.38763
24944,0.53827,0.44885,0.51184,0.52153,0.56172,0.69451,0.64843,0.71169,0.36801,0.05188,0.10786,0.12629
14316,0.25852,0.23009,0.26529,0.20845,0.3147,0.93289,0.81479,0.96755,0.05498,0.00036,0.66036,0.39262
45638,0.80411,0.76065,0.79442,0.79156,0.80923,0.93043,0.85217,0.95342,0.62543,0.06683,0.06722,0.08531
