,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13
17492,0.23093,0.28604,0.1867,0.31967,0.83663,0.98123,0.84933,1.01075,0.05162,0.00028,0.58055,0.26141
23841,0.43022,0.40327,0.41927,0.39594,0.41551,0.43634,0.39672,0.4472,0.06899,0.00028,0.41585,0.34669
134733,0.47671,0.57502,0.4382,0.69642,0.91775,0.95668,0.86189,0.9829,0.39771,0.11993,0.1341,0.14002
319247,0.51554,0.48189,0.49045,0.49762,0.49884,0.49664,0.49619,0.4957,0.49422,0.2856,0.11068,0.13431
222904,0.17413,0.14413,0.1401,0.13787,0.14097,0.14416,0.13806,0.14787,0.05466,0.00046,0.16423,0.17676
144512,0.62501,0.59846,0.60016,0.66077,0.85791,0.88905,0.81661,0.90763,0.47158,0.03395,0.07395,0.09261
57004,0.18256,0.19865,0.13551,0.2561,0.94786,0.98888,0.94729,0.99933,0.38923,0.00058,0.47199,0.20667
151239,0.63091,0.59665,0.61186,0.67682,0.88291,0.88237,0.87923,0.88069,0.79067,0.16738,0.11901,0.1401
248734,0.46762,0.43856,0.45429,0.46302,0.46693,0.46999,0.46877,0.47383,0.36809,0.06173,0.4096,0.3198
127071,0.8122,0.77843,0.79377,0.82358,1.00511,1.01204,0.96438,1.01251,0.79334,0.29985,0.12068,0.14767
259358,0.10848,0.06667,0.0417,0.0348,0.02981,0.0247,0.01929,0.0172,0.00735,0.00083,0.0014,0.0
57047,0.27213,0.40789,0.22665,0.66869,0.96251,0.97595,0.94987,0.99007,0.47805,0.00202,0.93108,0.49436
83338,0.2429,0.27088,0.19492,0.38749,0.98908,0.99467,0.97753,1.0001,0.64276,0.02028,0.66959,0.29781
190847,0.52469,0.50196,0.49013,0.53126,0.78904,0.83862,0.74229,0.86813,0.1956,0.00103,0.11747,0.12503
16068,0.58033,0.56269,0.74252,0.6681,0.71501,0.76924,0.6666,0.80113,0.18839,0.0042,0.49825,0.30113
8659,0.32725,0.44199,0.29743,0.57813,0.96809,0.98998,0.93518,1.0061,0.28932,0.00044,0.95017,0.49562
274238,0.04598,0.02742,0.01477,0.01179,0.00982,0.00798,0.0062,0.00543,0.00259,0.00028,0.00044,0.0
112700,0.30567,0.27166,0.26799,0.26606,0.26737,0.26734,0.25853,0.26615,0.14266,0.00156,0.05945,0.06955
39280,1.02413,0.96278,1.00676,0.96247,1.00122,1.03856,0.95399,1.06151,0.19616,0.00041,0.19052,0.21018
382523,0.80083,0.7547,0.79229,0.80443,0.81092,0.81309,0.80412,0.81427,0.62098,0.07499,0.13363,0.1563
78263,0.19046,0.19857,0.12207,0.28039,0.83382,0.92048,0.81422,0.96821,0.06078,0.00079,0.43535,0.1584
375728,0.73082,0.68373,0.71434,0.72738,0.73186,0.73226,0.72804,0.73177,0.62767,0.11751,0.10737,0.1296
398164,0.66934,0.60506,0.63916,0.62229,0.64576,0.66923,0.62888,0.68456,0.40776,0.09655,0.13522,0.15836
5207,0.36903,0.42939,0.32643,0.58729,0.73664,0.79177,0.68401,0.8232,0.04402,0.0004,0.70206,0.3629
385229,0.49202,0.44303,0.46789,0.4835,0.48704,0.48805,0.48877,0.48909,0.48136,0.26651,0.1263,0.1506
392276,0.74669,0.69673,0.72601,0.71221,0.72947,0.74188,0.70371,0.74819,0.30348,0.00128,0.08173,0.09759
251751,0.12595,0.07727,0.05054,0.04374,0.03735,0.03077,0.02472,0.02143,0.0126,0.0016,0.00176,0.0
315070,0.31663,0.26019,0.26625,0.23825,0.25551,0.27476,0.23447,0.28394,0.01406,0.00072,0.07566,0.07291
321163,0.46798,0.41956,0.43978,0.44931,0.45513,0.45726,0.4506,0.45892,0.33043,0.036,0.11307,0.13407
173342,0.49744,0.43236,0.50527,0.5316,0.5622,0.58602,0.5758,0.61492,0.25731,0.00133,0.07255,0.08617
247928,0.88178,0.83964,0.87382,0.87707,0.8917,0.90456,0.88094,0.91435,0.57225,0.10241,0.70038,0.55243
220425,0.70382,0.67276,0.71617,0.73133,0.74114,0.74797,0.74205,0.75672,0.53932,0.05072,0.63627,0.5231
366923,0.84342,0.79699,0.82562,0.83144,0.83498,0.83532,0.8251,0.83232,0.75073,0.20033,0.09828,0.11697
66874,0.27676,0.40514,0.22094,0.53131,0.90258,0.95374,0.85407,0.98658,0.09066,0.00045,0.62727,0.26673
101442,0.71609,0.69009,0.69962,0.78592,0.90678,0.91687,0.87845,0.92271,0.7264,0.34759,0.14741,0.17474
381807,0.57396,0.52585,0.55472,0.5642,0.57304,0.57842,0.56765,0.58347,0.36453,0.02538,0.13259,0.15156
271220,0.04169,0.02436,0.01317,0.01074,0.00888,0.00715,0.00569,0.00484,0.00334,0.00064,0.00039,0.0
2578,0.53717,0.52219,0.51407,0.59488,0.84525,0.85793,0.82191,0.86734,0.54047,0.20761,0.51355,0.39465
79650,0.24711,0.33356,0.19374,0.46506,0.9916,0.99644,0.97801,1.00112,0.63061,0.01633,0.73612,0.37637
84899,0.29195,0.43764,0.63123,0.65937,0.735,0.80452,0.77277,0.8729,0.17605,0.00037,0.94591,0.87562
182187,0.88441,0.86202,0.86658,0.96505,0.97469,0.97865,0.9415,0.97483,0.86687,0.36389,0.14727,0.17774
57092,0.55915,0.59613,0.80712,0.86676,0.90576,0.91095,0.89304,0.88871,0.78992,0.28134,0.84825,0.76452
196819,0.63246,0.6054,0.60493,0.69575,0.87656,0.88342,0.85143,0.88793,0.56691,0.09163,0.14898,0.1664
241981,0.14094,0.11499,0.10973,0.11104,0.11116,0.11179,0.11249,0.11357,0.09335,0.01901,0.12354,0.12055
286108,0.11095,0.06611,0.04148,0.03482,0.02984,0.02474,0.01935,0.01722,0.00802,0.001,0.00141,0.0
289356,0.06601,0.03966,0.02238,0.01802,0.01518,0.01245,0.00963,0.00854,0.00387,0.00044,0.00069,0.0
367026,0.56591,0.47646,0.52267,0.52323,0.54532,0.56069,0.52773,0.57115,0.19264,0.00086,0.07427,0.0871
311692,0.59319,0.52593,0.56223,0.57953,0.58735,0.58968,0.58287,0.59151,0.44617,0.04136,0.1059,0.12551
249130,0.62925,0.56902,0.60326,0.6147,0.62634,0.63403,0.62176,0.64189,0.37626,0.01232,0.57662,0.48408
389260,0.40627,0.37521,0.38277,0.38286,0.3871,0.38934,0.3778,0.38941,0.22965,0.01171,0.11972,0.1233
139115,0.73618,0.70169,0.71963,0.74805,0.86673,0.90535,0.82553,0.93035,0.5937,0.106,0.08862,0.11065
16667,0.46667,0.37173,0.38362,0.4087,0.56843,0.58743,0.53989,0.59747,0.13979,0.00098,0.38554,0.25803
197507,0.56047,0.54285,0.53454,0.69598,0.79521,0.81202,0.76985,0.8233,0.47882,0.06749,0.1124,0.13061
254506,0.06048,0.0362,0.01981,0.01614,0.01337,0.01079,0.00858,0.00732,0.00473,0.00069,0.00059,0.0
376797,0.16241,0.13471,0.12257,0.12113,0.11882,0.11719,0.11376,0.11337,0.08598,0.01077,0.09623,0.08441
386472,0.56379,0.52405,0.54283,0.55401,0.55702,0.55819,0.5579,0.55935,0.50881,0.21241,0.12464,0.14847
4889,0.72936,0.69371,0.72374,0.74872,0.83738,0.88944,0.80917,0.93125,0.57207,0.16338,0.69328,0.58249
160614,0.62153,0.51399,0.58592,0.64571,0.69688,0.70723,0.68993,0.71327,0.4819,0.07607,0.13941,0.15851
219291,0.46315,0.37414,0.40158,0.41609,0.42588,0.43068,0.42056,0.43582,0.23987,0.00399,0.37709,0.32035
155862,0.91014,0.86257,0.89452,0.91036,0.98565,0.98415,0.94888,0.97339,0.80161,0.18465,0.07363,0.09281
156977,0.88783,0.83725,0.88422,0.89577,0.91468,0.93731,0.9031,0.92866,0.66454,0.09502,0.07891,0.0991
205773,0.37681,0.34043,0.34535,0.31695,0.33611,0.3579,0.31855,0.37199,0.03097,0.00032,0.33538,0.25141
178512,0.76428,0.73076,0.73545,0.70532,0.86092,0.95565,0.77993,1.01379,0.19489,0.01354,0.22584,0.20472
370422,0.55198,0.42558,0.49549,0.54025,0.55339,0.55689,0.55938,0.56072,0.5372,0.19181,0.11066,0.1278
277187,0.04351,0.02561,0.01364,0.01095,0.00907,0.00733,0.00575,0.00496,0.00275,0.00037,0.0004,0.0
297692,0.05396,0.03211,0.01739,0.01377,0.01154,0.00944,0.00725,0.00645,0.00271,0.00031,0.00052,0.0
144762,0.37997,0.45984,0.35488,0.67483,1.03057,1.03434,1.02662,1.03878,0.80326,0.10439,0.66208,0.47041
194722,0.49248,0.48294,0.45532,0.56208,0.82279,0.8352,0.792,0.84367,0.37228,0.05465,0.23937,0.21226
282456,0.05273,0.03136,0.01691,0.01371,0.01133,0.00914,0.00724,0.00618,0.00393,0.00058,0.0005,0.0
384504,0.87705,0.83088,0.85661,0.85898,0.85972,0.85629,0.84216,0.8487,0.67276,0.06902,0.0577,0.07378
373543,0.66387,0.58783,0.6307,0.61862,0.64523,0.66753,0.62379,0.68237,0.23191,0.00171,0.10417,0.12271
155652,0.82085,0.76395,0.80837,0.8237,0.82929,0.82929,0.82004,0.82529,0.70468,0.16343,0.10842,0.13151
91567,0.27366,0.37533,0.22604,0.60354,0.94008,0.96511,0.91414,0.98686,0.27325,0.00076,0.92137,0.42376
226265,0.56731,0.48141,0.5183,0.5373,0.5465,0.55079,0.545,0.5563,0.38057,0.02286,0.49258,0.41529
379421,0.53633,0.4999,0.51567,0.52615,0.52885,0.52918,0.52893,0.5293,0.50864,0.22659,0.12858,0.15107
61262,0.11406,0.14109,0.08667,0.21155,0.70251,0.84534,0.84965,0.9197,0.37046,0.00055,0.39131,0.15609
5347,0.46453,0.45141,0.44057,0.50257,0.84695,0.90605,0.78799,0.94243,0.19089,0.00073,0.60305,0.3281
257165,0.0712,0.04289,0.02474,0.01999,0.01694,0.01396,0.01077,0.00962,0.00404,0.00049,0.00078,0.0
72219,0.23711,0.28208,0.18761,0.38742,0.88187,0.94146,0.83553,0.98022,0.07263,0.00051,0.84248,0.39567
28727,0.31969,0.63812,0.48042,1.00041,1.01279,1.01851,1.0023,1.02483,0.67593,0.06392,0.91132,0.39049
286024,0.05009,0.03001,0.01658,0.01355,0.01124,0.00909,0.00723,0.00617,0.00397,0.00058,0.0005,0.0
367799,0.62086,0.57797,0.6062,0.62008,0.62547,0.62775,0.62607,0.63018,0.58099,0.3004,0.13003,0.15921
189806,0.59885,0.53679,0.57879,0.60093,0.61188,0.62019,0.62562,0.64179,0.54435,0.14091,0.10093,0.12203
48803,0.55652,0.48261,0.52616,0.54657,0.56134,0.5725,0.5685,0.58895,0.3587,0.02113,0.47082,0.37043
172741,0.71631,0.61128,0.65508,0.65997,0.67566,0.68658,0.65711,0.69355,0.39351,0.0244,0.44337,0.39518
189936,0.50666,0.46054,0.46491,0.55655,0.73521,0.74376,0.72004,0.75031,0.36948,0.00522,0.17681,0.16385
257086,0.11964,0.07384,0.04724,0.04011,0.03431,0.02835,0.02243,0.01975,0.00974,0.00114,0.00162,0.0
37362,0.78722,0.74464,0.77567,0.80148,0.84948,0.88104,0.83041,0.90637,0.61049,0.12341,0.60076,0.48763
26132,0.61101,0.57922,0.59029,0.60708,0.76467,0.82948,0.71642,0.87317,0.24796,0.00102,0.59683,0.45444
248912,0.38826,0.36024,0.36165,0.33748,0.35151,0.36831,0.33276,0.37649,0.04426,0.0003,0.32145,0.22929
56687,0.13792,0.19527,0.09435,0.26116,0.90856,0.96311,0.85094,0.99379,0.07465,0.00035,0.59488,0.19789
101057,0.30874,0.43046,0.26294,0.63672,0.92277,0.95013,0.88605,0.97068,0.27836,0.01328,0.65079,0.36934
88206,0.18037,0.19712,0.13143,0.29875,0.87026,0.95447,0.89411,0.98188,0.20901,0.00073,0.43666,0.17166
75337,0.24565,0.34003,0.22123,0.52783,0.99149,0.9968,0.977,1.00152,0.61724,0.01228,0.65421,0.32492
182670,0.51225,0.39083,0.46134,0.50101,0.51683,0.52242,0.51608,0.52775,0.3469,0.00949,0.08843,0.10034
259959,0.14032,0.08651,0.05725,0.04829,0.042,0.0352,0.02738,0.0248,0.01031,0.00137,0.00203,0.0
36324,0.95984,0.91735,0.95792,0.96508,0.97788,0.9874,0.96766,0.99456,0.6509,0.0745,0.7783,0.61823
267531,0.13834,0.08549,0.05625,0.04666,0.04075,0.03447,0.02646,0.02437,0.00979,0.00126,0.00199,0.0
337751,0.51853,0.4731,0.49344,0.50647,0.51022,0.51096,0.51034,0.51147,0.47952,0.1822,0.11014,0.13367
287540,0.0525,0.03146,0.01739,0.01417,0.01178,0.00954,0.00754,0.00648,0.00382,0.00052,0.00053,0.0
56357,0.34544,0.29905,0.35782,0.33897,0.37994,0.42763,0.38101,0.48221,0.02024,0.00079,0.57044,0.41959
272774,0.10796,0.06529,0.04009,0.03268,0.0282,0.02356,0.01804,0.01644,0.0063,0.00082,0.00134,0.0
194301,0.77077,0.7445,0.93484,0.93119,0.94714,0.95545,0.91495,0.95843,0.66664,0.18776,0.12236,0.1449
229946,0.23827,0.18642,0.17856,0.1791,0.17944,0.1796,0.17431,0.17964,0.09964,0.00177,0.17991,0.17726
292291,0.0536,0.0321,0.01768,0.01445,0.01198,0.00968,0.0077,0.00657,0.0043,0.0007,0.00053,0.0
362055,0.88755,0.84173,0.87021,0.87891,0.87859,0.87493,0.86942,0.86822,0.81146,0.21755,0.07686,0.09694
79621,0.2958,0.36587,0.24198,0.56038,0.94503,0.96623,0.92369,0.98666,0.32242,0.00109,0.66302,0.36116
1401,0.42979,0.40319,0.51505,0.57114,0.62102,0.66849,0.68457,0.70054,0.42626,0.01094,0.50625,0.33977
53358,0.23398,0.21696,0.22102,0.19809,0.21555,0.24061,0.20851,0.24732,0.01216,0.00037,0.31664,0.24385
72472,0.29349,0.40389,0.60935,0.67666,0.7451,0.80238,0.80878,0.86636,0.41332,0.00138,0.9318,0.89461
399823,0.59574,0.55531,0.57733,0.58962,0.59297,0.59424,0.59411,0.59563,0.53871,0.19424,0.12219,0.14592
207565,0.47351,0.36791,0.38915,0.40326,0.40891,0.40935,0.39908,0.40892,0.23004,0.00388,0.29271,0.20398
288706,0.10988,0.06729,0.04203,0.03417,0.02964,0.02493,0.019,0.01749,0.00652,0.00092,0.00142,0.0
392629,0.89585,0.84672,0.87683,0.84375,0.87209,0.89744,0.83425,0.91218,0.34027,0.00724,0.07942,0.10082
41928,0.47867,0.47298,0.53294,0.55771,0.57624,0.59622,0.60537,0.61624,0.4743,0.05712,0.69388,0.54433
366717,0.51486,0.43311,0.47686,0.49794,0.50968,0.51491,0.50617,0.51999,0.33838,0.013,0.09013,0.10776
181888,0.63938,0.59403,0.61548,0.65254,0.77172,0.81176,0.73619,0.83684,0.34799,0.01373,0.08961,0.11039
342220,0.2431,0.18353,0.17104,0.14408,0.15489,0.16718,0.13606,0.17068,0.00732,0.00066,0.05593,0.04697
310081,0.64159,0.57411,0.61389,0.63223,0.64,0.64232,0.63611,0.64388,0.51727,0.10811,0.10389,0.12489
343621,0.63426,0.59614,0.61359,0.62156,0.62448,0.62453,0.61951,0.62341,0.52363,0.07535,0.07053,0.08905
232026,0.83006,0.78264,0.8236,0.83997,0.84934,0.85513,0.8491,0.86113,0.65633,0.11344,0.68521,0.58157
61864,0.18025,0.2077,0.11729,0.25715,0.80085,0.93803,0.813,0.98092,0.04485,0.00047,0.52636,0.17823
357534,0.65087,0.58059,0.62466,0.64844,0.6555,0.65711,0.65654,0.6585,0.61391,0.23597,0.16224,0.18493
280051,0.0709,0.04258,0.02427,0.02002,0.01671,0.01357,0.01076,0.00926,0.00547,0.00073,0.00075,0.0
110379,0.66708,0.61233,0.71209,0.75204,0.77984,0.78866,0.77217,0.76819,0.66001,0.12559,0.09241,0.11238
112267,0.54168,0.54893,0.51093,0.58276,0.91397,0.98431,0.83844,1.03108,0.42731,0.09078,0.09083,0.11146
247187,0.61887,0.58886,0.6158,0.62754,0.6349,0.64113,0.63721,0.64859,0.48668,0.05446,0.59728,0.51554
306203,0.3747,0.33451,0.34022,0.34578,0.34806,0.34818,0.3447,0.34769,0.28764,0.06315,0.10275,0.12071
328694,0.49095,0.44975,0.4671,0.4765,0.48086,0.48211,0.47799,0.48305,0.39056,0.06453,0.11286,0.13556
190782,0.90261,0.86372,0.90038,0.91758,0.95077,0.96657,0.91837,0.96925,0.84253,0.28749,0.10813,0.13316
39079,0.31411,0.34945,0.26311,0.43235,0.72281,0.77054,0.67731,0.79851,0.05733,0.00036,0.69434,0.32304
309011,0.78019,0.73673,0.7631,0.77288,0.77543,0.77482,0.76991,0.77266,0.6677,0.11342,0.09478,0.11498
201363,0.36885,0.34365,0.35888,0.33704,0.35608,0.37606,0.34212,0.39152,0.04831,0.00029,0.43597,0.36929
69473,0.46922,0.55187,0.91446,0.91342,0.94615,0.96927,0.91997,0.98917,0.29379,0.00065,0.92525,0.87159
12006,0.82051,0.79689,0.81934,0.84601,1.02948,1.07131,0.9739,1.09668,0.47658,0.02546,0.68465,0.5309
290109,0.05362,0.03206,0.01755,0.01397,0.01171,0.00959,0.00739,0.00655,0.00291,0.00034,0.00053,0.0
107355,0.29622,0.26973,0.29386,0.27312,0.28888,0.30326,0.26684,0.30116,0.08988,0.00286,0.12051,0.11266
207469,0.55651,0.45951,0.48295,0.4495,0.48157,0.51093,0.45292,0.52932,0.04705,0.00066,0.45629,0.34104
116822,0.24946,0.33587,0.21742,0.45824,0.96962,0.99448,0.92981,1.01251,0.27284,0.00072,0.72194,0.36225
392960,0.85958,0.81503,0.84907,0.85869,0.86375,0.86512,0.85473,0.86422,0.67007,0.07587,0.07575,0.09647
277175,0.09703,0.05932,0.03625,0.03063,0.02584,0.02113,0.0169,0.01456,0.00878,0.00119,0.00119,0.0
331059,0.68695,0.637,0.66446,0.66694,0.67657,0.68122,0.66191,0.68345,0.38796,0.0055,0.09099,0.10856
8393,0.67373,0.65376,0.65085,0.69707,1.04648,1.06793,1.01038,1.07858,0.40325,0.00384,0.63202,0.3532
3883,0.49468,0.48103,0.47812,0.54301,0.95793,0.97053,0.93084,0.97974,0.57788,0.22292,0.56187,0.34306
38013,0.64878,0.59305,0.62617,0.64602,0.75244,0.80074,0.74947,0.81731,0.39847,0.0175,0.58749,0.49405
139252,0.51061,0.51154,0.47858,0.54951,0.97416,1.00615,0.92046,1.02379,0.23631,0.00074,0.0681,0.08321
143601,0.73324,0.7235,0.8407,0.78876,0.84255,0.90662,0.78542,0.94593,0.35156,0.00314,0.07484,0.08956
7058,0.62729,0.77943,1.00403,1.01452,1.02828,1.03475,1.01149,1.03947,0.61244,0.02201,0.91252,0.77301
87377,0.25236,0.20574,0.15424,0.24132,0.6738,0.86445,0.70607,0.94105,0.01638,0.00103,0.40884,0.12514
22782,0.71134,0.65627,0.71817,0.74405,0.7736,0.81479,0.78911,0.83705,0.53695,0.11092,0.61044,0.5128
358299,0.58151,0.54437,0.56306,0.57282,0.57721,0.57904,0.57648,0.5812,0.49836,0.13143,0.11419,0.13865
170382,0.78014,0.76173,0.76775,0.82286,0.92086,0.94472,0.85741,0.94658,0.23285,0.00033,0.04547,0.05658
315793,0.665,0.61271,0.64939,0.65605,0.6652,0.66894,0.65137,0.67096,0.37485,0.00232,0.06086,0.076
341239,0.50642,0.46973,0.47532,0.45421,0.46776,0.48142,0.44554,0.48807,0.11421,0.0004,0.0682,0.08059
202355,0.23589,0.19949,0.19291,0.18131,0.18723,0.19449,0.17746,0.19867,0.02765,0.00042,0.1908,0.16317
129202,0.61031,0.58104,0.5922,0.65552,0.90602,0.91547,0.87789,0.92112,0.44786,0.01359,0.09342,0.1124
381815,0.5695,0.53247,0.54708,0.5494,0.55475,0.5576,0.54545,0.55895,0.35884,0.01275,0.07048,0.08624
249877,0.72136,0.66619,0.70758,0.72479,0.73399,0.73966,0.73495,0.74632,0.56622,0.0978,0.63656,0.53356
350425,0.69164,0.64678,0.67402,0.68461,0.68985,0.6918,0.6852,0.69285,0.56948,0.12075,0.0973,0.11663
25765,0.62784,0.61234,0.61667,0.6737,0.86393,0.92688,0.80509,0.96572,0.15088,0.00036,0.61376,0.46403
64681,0.24124,0.35305,0.19205,0.53274,0.98539,0.99049,0.98588,0.99664,0.79603,0.13908,0.90494,0.42928
282274,0.06645,0.03996,0.02267,0.01866,0.01557,0.01263,0.01002,0.00861,0.0051,0.00067,0.0007,0.0
229332,0.08328,0.05224,0.03603,0.03092,0.02986,0.02905,0.02497,0.02701,0.00522,0.00038,0.03128,0.02769
11298,0.67019,0.67125,0.67938,0.75501,1.06605,1.07844,1.0448,1.08711,0.5584,0.01367,0.71673,0.4836
374900,0.4496,0.38982,0.39787,0.34653,0.37888,0.41612,0.35206,0.43799,0.01525,0.0004,0.39395,0.29473
118449,0.63268,0.62424,0.61001,0.66415,0.88835,0.96319,0.82531,1.01516,0.53542,0.19995,0.10803,0.13286
15763,0.72833,0.6955,0.71597,0.72352,0.85686,0.92136,0.80788,0.96427,0.37208,0.00805,0.52214,0.3464
249957,0.25206,0.16466,0.15244,0.15246,0.15018,0.14537,0.13602,0.13845,0.05977,0.0019,0.10996,0.095
128477,0.6592,0.61134,0.63935,0.65406,0.65923,0.66146,0.65855,0.65929,0.59083,0.17907,0.12716,0.1526
213522,0.84951,0.81048,0.84633,0.83478,0.85586,0.8759,0.83529,0.89049,0.34312,0.00097,0.6853,0.52821
69390,0.22604,0.37395,0.19217,0.6403,0.97188,0.98596,0.94733,0.99732,0.40904,0.00073,0.81208,0.38945
282498,0.08329,0.05052,0.02968,0.02404,0.02047,0.01693,0.01303,0.01171,0.00467,0.00053,0.00095,0.0
278140,0.0525,0.03126,0.01684,0.01365,0.01128,0.00909,0.00721,0.00615,0.00393,0.00055,0.0005,0.0
376893,0.84268,0.79605,0.83236,0.84951,0.85458,0.85739,0.85573,0.85912,0.76184,0.23989,0.11093,0.13785
209778,0.39017,0.36085,0.36784,0.37169,0.37539,0.37889,0.37409,0.38301,0.23383,0.00657,0.35247,0.2896
126991,0.41665,0.49029,0.36592,0.58515,0.72903,0.78383,0.69068,0.81528,0.22113,0.00832,0.14618,0.13803
8064,0.66655,0.68763,0.66873,0.81454,0.99129,1.02175,0.94519,1.0436,0.43755,0.02751,0.57404,0.37715
375532,0.43855,0.38362,0.40612,0.41549,0.42277,0.4271,0.4213,0.43338,0.27104,0.00802,0.41614,0.38931
286001,0.13636,0.08436,0.05492,0.04571,0.03973,0.03339,0.02576,0.02352,0.00906,0.00112,0.00192,0.0
395995,0.60175,0.48724,0.55348,0.5849,0.60035,0.60721,0.59864,0.61218,0.48267,0.08227,0.09863,0.11665
224728,0.656,0.60837,0.6394,0.63386,0.6536,0.67021,0.64026,0.68431,0.25603,0.0007,0.57971,0.47323
98696,0.30609,0.44333,0.2886,0.5615,0.82069,0.92009,0.75354,0.97476,0.01237,0.00035,0.57732,0.21694
254057,0.05413,0.03233,0.01768,0.0144,0.01193,0.00963,0.00764,0.00653,0.00413,0.00061,0.00053,0.0
1376,0.32894,0.39507,0.29289,0.47022,0.87166,0.94474,0.80788,0.9866,0.03978,0.00033,0.87702,0.39523
75990,0.33489,0.3576,0.62365,0.669,0.78419,0.88136,0.78324,0.94313,0.05868,0.0017,0.83826,0.69264
37159,0.61223,0.6222,0.82792,0.86753,0.93464,0.96888,0.89576,0.93611,0.46449,0.06104,0.61362,0.47327
195305,0.60788,0.55456,0.57848,0.59734,0.71744,0.75644,0.68838,0.78162,0.41181,0.03924,0.4897,0.39242
294415,0.13947,0.08643,0.05809,0.05022,0.04332,0.03598,0.02862,0.02526,0.01268,0.00163,0.00208,0.0
333152,0.62668,0.578,0.6056,0.61342,0.6209,0.62377,0.61153,0.62517,0.41477,0.01369,0.06784,0.08489
18858,0.57384,0.5371,0.55584,0.58491,0.81805,0.84549,0.77921,0.86491,0.3098,0.00673,0.53769,0.39756
111550,0.31796,0.2981,0.26503,0.39215,0.82112,0.84197,0.79679,0.86028,0.23573,0.00108,0.35374,0.19939
228554,0.43304,0.31549,0.34383,0.36034,0.37081,0.37521,0.36193,0.37759,0.17422,0.00214,0.25544,0.16461
290527,0.04865,0.02903,0.01569,0.01269,0.01051,0.00849,0.0067,0.00575,0.00335,0.00044,0.00047,0.0
29970,0.31642,0.32563,0.47088,0.51701,0.55185,0.53087,0.48773,0.4696,0.39719,0.04918,0.35543,0.31862
74169,0.30089,0.37955,0.26203,0.52692,0.95582,0.97865,0.92368,0.99535,0.27795,0.0008,0.73283,0.34449
203831,0.09945,0.07147,0.05925,0.05745,0.05644,0.0559,0.05466,0.05556,0.03508,0.00195,0.06362,0.06755
143602,0.59278,0.63268,0.55633,0.72249,0.89662,0.93964,0.84284,0.9666,0.36835,0.01252,0.08571,0.10429
51141,0.32184,0.3366,0.24638,0.45529,0.82334,0.90337,0.77666,0.9611,0.03414,0.00092,0.859,0.41434
344037,0.17215,0.14176,0.12962,0.11916,0.12184,0.1247,0.11194,0.12468,0.01901,0.00029,0.0403,0.04118
196929,0.65871,0.71328,0.80586,0.82486,0.83775,0.84344,0.82882,0.84929,0.54047,0.0444,0.555,0.51858
291424,0.06861,0.04118,0.02289,0.01838,0.01542,0.01261,0.00977,0.00863,0.00393,0.00046,0.0007,0.0
18822,0.30738,0.37325,0.27928,0.46967,0.95914,0.98699,0.91719,1.00449,0.21833,0.00034,0.90303,0.44893
205022,0.67172,0.64057,0.67261,0.688,0.69534,0.70123,0.7009,0.70878,0.59893,0.18264,0.61361,0.51512
181489,0.96563,0.90188,0.94652,0.95058,0.9607,0.96701,0.9387,0.96647,0.73143,0.26251,0.12943,0.15477
353832,0.71638,0.66929,0.70077,0.70888,0.71523,0.71796,0.70478,0.71873,0.4832,0.07434,0.35211,0.27153
212962,0.3195,0.2768,0.27722,0.25827,0.2707,0.2844,0.25647,0.29299,0.03561,0.00034,0.26146,0.20113
199203,0.6702,0.67207,0.65955,0.73798,0.86302,0.91911,0.80992,0.95489,0.447,0.05409,0.40147,0.32356
10796,0.49768,0.52925,0.47197,0.62304,0.92673,0.93241,0.91579,0.9367,0.63437,0.13559,0.57654,0.34167
377387,0.61148,0.56782,0.59298,0.5982,0.60742,0.61347,0.59883,0.61847,0.38665,0.05383,0.10064,0.12395
63628,0.29843,0.43916,0.6246,0.62435,0.70888,0.79391,0.73308,0.87023,0.07851,0.00034,0.93569,0.82014
59736,0.36807,0.42878,0.76061,0.95067,0.98068,0.98685,0.97946,0.99456,0.73892,0.06843,0.93989,0.7012
124915,0.79734,0.7305,0.77622,0.79071,0.79231,0.78816,0.78081,0.77936,0.73315,0.17439,0.06946,0.08738
331665,0.44444,0.39169,0.40903,0.41949,0.42338,0.42402,0.41968,0.42414,0.33532,0.0437,0.08089,0.09872
174202,0.69004,0.6888,0.90231,1.07325,1.09138,1.10335,1.06079,1.1122,0.7017,0.25013,0.66083,0.53119
90186,0.24615,0.32482,0.21095,0.44249,0.95924,0.9834,0.91842,0.99935,0.24165,0.00035,0.86629,0.41246
185053,0.68244,0.5834,0.64479,0.67267,0.6987,0.71457,0.68902,0.72454,0.56028,0.14937,0.10236,0.1226
237224,0.38731,0.36004,0.37751,0.35798,0.37732,0.39726,0.36383,0.41383,0.05483,0.0004,0.45642,0.3916
390137,0.76652,0.72717,0.75198,0.7541,0.76319,0.76876,0.75059,0.77241,0.47557,0.0235,0.12039,0.15422
295982,0.06487,0.03889,0.02196,0.01806,0.01505,0.01221,0.00969,0.00832,0.00502,0.00072,0.00068,0.0
379173,0.15767,0.13426,0.12766,0.12789,0.12696,0.12568,0.12459,0.12393,0.12166,0.0942,0.07515,0.0755
105515,0.80953,0.78327,0.79128,0.83664,0.99175,0.99102,0.96235,0.98544,0.81931,0.27249,0.09638,0.11969
