,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
154,0.22011,0.25591,0.89882,0.91249,0.94403,0.96509,0.92686,0.98554,0.35814,0.00068,0.56136,0.23893
373654,0.09444,0.05121,0.02861,0.02368,0.01972,0.01593,0.01257,0.01079,0.00631,0.0008,0.00086,0.0
344415,0.0687,0.03776,0.01968,0.01563,0.01296,0.01048,0.0081,0.00707,0.00349,0.00045,0.00056,0.0
2112,0.29346,0.29316,0.23396,0.40061,0.82281,0.9038,0.77607,0.96087,0.03267,0.00081,0.86243,0.3232
296826,0.05837,0.03499,0.01961,0.01608,0.01339,0.01085,0.0086,0.00739,0.00443,0.00065,0.0006,0.0
162924,0.23407,0.27125,0.50521,0.66173,0.80584,0.96192,0.99549,0.99888,0.92007,0.45482,0.96541,0.95803
121712,0.31854,0.52584,0.41276,0.81731,0.96223,0.98242,0.92861,0.99718,0.29487,0.0005,0.60596,0.30285
68368,0.25579,0.30346,0.18562,0.38398,0.86267,0.93199,0.80995,0.97697,0.04531,0.00048,0.69188,0.30132
348485,0.07202,0.03989,0.02079,0.0167,0.01376,0.01104,0.00865,0.00742,0.00424,0.00056,0.00059,0.0
273801,0.06384,0.03817,0.02087,0.01644,0.01387,0.0114,0.0087,0.00781,0.00307,0.00037,0.00063,0.0
300142,0.10195,0.05587,0.0307,0.02509,0.02087,0.01685,0.0132,0.01139,0.00618,0.00081,0.0009,0.0
44376,0.40184,0.38697,0.45756,0.44017,0.4875,0.51955,0.4526,0.51805,0.0462,0.00032,0.44008,0.33603
12512,0.21207,0.35072,0.18816,0.50894,0.98969,0.99339,0.99155,0.998,0.87464,0.28537,0.73946,0.32753
132530,0.35228,0.41903,0.72068,0.90285,0.98891,0.99579,0.96961,1.00163,0.54275,0.0049,0.95461,0.70967
12847,0.15471,0.19597,0.10017,0.29001,0.96854,0.98197,0.94832,0.99456,0.43058,0.00104,0.5984,0.22187
367106,0.09092,0.0496,0.02665,0.02168,0.01794,0.01442,0.01132,0.00971,0.0055,0.00065,0.00076,0.0
341842,0.05207,0.02894,0.0149,0.01197,0.00981,0.00786,0.0062,0.00526,0.00342,0.00051,0.00042,0.0
231010,0.06281,0.03508,0.01814,0.01455,0.01196,0.00959,0.00754,0.00644,0.00389,0.00056,0.00051,0.0
354861,0.09572,0.05257,0.02815,0.02262,0.01882,0.01522,0.01179,0.01028,0.0048,0.00051,0.00081,0.0
27008,0.2487,0.39938,0.20851,0.51408,0.89193,0.95454,0.83155,0.99035,0.05389,0.00034,0.79084,0.32778
377666,0.06948,0.03823,0.01977,0.01545,0.01289,0.01048,0.00797,0.00709,0.00282,0.00029,0.00056,0.0
2586,0.15779,0.19966,0.11863,0.28495,0.88101,0.98667,0.96529,0.99287,0.56406,0.00529,0.57453,0.24765
122638,0.41976,0.53447,0.55251,0.83127,0.99422,0.99673,0.99306,1.00018,0.83762,0.19884,0.95146,0.77125
11222,0.73698,0.59994,0.72305,0.57838,0.69958,0.8412,0.63901,0.92907,0.01056,0.00097,0.7862,0.43165
96241,0.32226,0.48793,0.26611,0.58981,0.88079,0.94631,0.82288,0.98547,0.04904,0.00049,0.72518,0.28517
225966,0.06464,0.03582,0.01838,0.01421,0.01189,0.00971,0.00734,0.00658,0.00259,0.00034,0.00052,0.0
129318,0.25215,0.32579,0.21734,0.42994,0.95865,0.98186,0.92257,0.99744,0.26337,0.00054,0.85007,0.44472
97130,0.29312,0.34095,0.20753,0.47328,0.80398,0.89427,0.75638,0.95592,0.026,0.00105,0.57496,0.20213
54098,0.23983,0.42445,0.20063,0.49968,0.90671,0.96234,0.8486,0.99354,0.07269,0.00027,0.59966,0.24921
21842,0.74282,0.79025,0.91612,0.94458,0.96933,0.9844,0.94341,0.99669,0.38012,0.00078,0.94335,0.9038
181409,0.25232,0.23845,0.18296,0.37416,0.91499,0.94042,0.91274,0.96973,0.36827,0.00161,0.77597,0.37952
307993,0.08107,0.04457,0.02336,0.01844,0.01537,0.01248,0.00956,0.00844,0.00376,0.00044,0.00067,0.0
191006,0.30374,0.46516,0.26375,0.71877,0.9835,0.98868,0.98885,0.99531,0.87368,0.30639,0.95496,0.57143
284895,0.06828,0.04109,0.02312,0.01879,0.01574,0.01283,0.01003,0.00877,0.00424,0.00044,0.00071,0.0
124369,0.36182,0.41077,0.71886,0.79767,0.87779,0.94039,0.82557,0.98099,0.06012,0.00045,0.91021,0.59176
177306,0.21074,0.31001,0.1852,0.39999,0.92073,0.96668,0.86928,0.99399,0.11375,0.00024,0.52368,0.22252
353805,0.06549,0.03619,0.01865,0.01468,0.01218,0.00986,0.00757,0.00665,0.00299,0.00033,0.00053,0.0
363841,0.05928,0.03308,0.01705,0.01363,0.0112,0.00899,0.00705,0.00604,0.0035,0.00044,0.00048,0.0
137306,0.25463,0.36012,0.20402,0.48673,0.95216,0.97816,0.91666,0.99571,0.24544,0.00038,0.62244,0.2524
64092,0.46574,0.49971,0.73359,0.66281,0.76815,0.8647,0.71564,0.90963,0.0169,0.00043,0.80995,0.54538
211454,0.06005,0.03357,0.01732,0.01388,0.0114,0.00914,0.00718,0.00613,0.0037,0.00049,0.00049,0.0
155486,0.32922,0.4319,0.28007,0.60379,0.97088,0.9824,0.95741,0.99397,0.51259,0.00308,0.5787,0.2497
234212,0.17121,0.09442,0.06467,0.05713,0.0494,0.04094,0.03258,0.02865,0.01469,0.00191,0.0023,0.0
238597,0.06109,0.03411,0.01766,0.01416,0.01165,0.00935,0.00734,0.00628,0.00373,0.00053,0.0005,0.0
188673,0.21924,0.32197,0.17694,0.38893,0.89706,0.95887,0.83655,0.99271,0.05609,0.0004,0.86717,0.46151
311867,0.05525,0.03074,0.01583,0.0127,0.01042,0.00835,0.00657,0.0056,0.00347,0.00048,0.00045,0.0
165836,0.22594,0.22376,0.16921,0.3287,0.94041,0.96024,0.93379,0.98165,0.43801,0.00164,0.72294,0.38507
387565,0.0668,0.03674,0.01905,0.01527,0.01257,0.01009,0.00789,0.00677,0.0038,0.00047,0.00054,0.0
54500,0.10187,0.07754,0.06675,0.0645,0.063,0.06135,0.05874,0.05914,0.03639,0.00121,0.04828,0.03944
252389,0.04858,0.02896,0.01559,0.01236,0.01033,0.00843,0.0065,0.00574,0.00261,0.00035,0.00047,0.0
218016,0.07531,0.04099,0.02149,0.01732,0.01427,0.01146,0.00897,0.00769,0.00442,0.0006,0.00061,0.0
80184,0.29348,0.40091,0.26233,0.58642,0.98944,0.99402,0.98254,0.99917,0.70929,0.05026,0.77397,0.37376
326682,0.05584,0.03115,0.01596,0.01255,0.01039,0.00841,0.00647,0.00567,0.00272,0.00033,0.00045,0.0
21777,0.39058,0.48164,0.67933,0.74549,0.83019,0.91555,0.93985,0.99776,0.35287,0.00051,0.94717,0.90666
170415,0.22071,0.35085,0.18153,0.48635,0.92521,0.96405,0.88414,0.9903,0.16467,0.00035,0.7818,0.3363
183583,0.39053,0.54594,0.37454,0.79169,0.99507,0.99815,0.98629,1.00158,0.72439,0.05355,0.75326,0.40025
287678,0.09459,0.05727,0.03407,0.02723,0.02344,0.01962,0.01487,0.01366,0.00498,0.00061,0.00111,0.0
233615,0.07056,0.03927,0.02041,0.01638,0.01348,0.01082,0.00849,0.00727,0.00422,0.00059,0.00058,0.0
233322,0.07138,0.03903,0.02026,0.0157,0.01318,0.01079,0.00813,0.00732,0.00275,0.00032,0.00058,0.0
112247,0.33829,0.41587,0.3113,0.57116,0.98826,0.99512,0.97051,1.00097,0.55872,0.00607,0.92093,0.50599
308021,0.08773,0.04792,0.02571,0.02014,0.01701,0.01398,0.01055,0.00953,0.00361,0.00044,0.00075,0.0
115996,0.42308,0.41223,0.40015,0.39532,0.39901,0.4073,0.39234,0.39138,0.23688,0.00595,0.37796,0.3128
283160,0.12087,0.07449,0.04804,0.04115,0.03513,0.02898,0.02311,0.02017,0.01101,0.00151,0.00165,0.0
157535,0.2072,0.27398,0.17088,0.36303,0.92509,0.97371,0.89918,0.99508,0.18639,0.00034,0.47001,0.1981
265516,0.05241,0.03127,0.01719,0.01393,0.0116,0.0094,0.00739,0.00639,0.00342,0.00043,0.00052,0.0
322366,0.05532,0.03072,0.01571,0.01222,0.01017,0.00828,0.00629,0.00559,0.00231,0.00026,0.00044,0.0
302486,0.06239,0.03453,0.01777,0.01404,0.01161,0.00938,0.00724,0.00632,0.003,0.00033,0.0005,0.0
317116,0.05554,0.03102,0.01592,0.01259,0.0104,0.00839,0.0065,0.00564,0.00289,0.00036,0.00045,0.0
289711,0.0487,0.02901,0.0156,0.0123,0.01031,0.00843,0.00647,0.00575,0.00241,0.0003,0.00047,0.0
31552,0.27038,0.24205,0.20088,0.36599,0.91285,0.93656,0.91854,0.96629,0.43335,0.00273,0.66158,0.27414
360006,0.06534,0.03669,0.01887,0.01465,0.01223,0.00997,0.00757,0.00675,0.00266,0.0003,0.00054,0.0
287065,0.04454,0.0264,0.01435,0.01168,0.00967,0.0078,0.00619,0.00528,0.00343,0.00054,0.00043,0.0
211769,0.06853,0.03731,0.01941,0.01567,0.01287,0.0103,0.00812,0.00689,0.00438,0.00062,0.00054,0.0
257863,0.05475,0.0327,0.01778,0.01444,0.01196,0.00965,0.00765,0.00654,0.00407,0.00058,0.00053,0.0
357547,0.03778,0.02109,0.01082,0.00869,0.00712,0.0057,0.00451,0.00382,0.00259,0.00046,0.00031,0.0
143664,0.41274,0.4155,0.68504,0.58068,0.70254,0.84508,0.64301,0.93126,0.00983,0.00096,0.79115,0.45034
87205,0.40382,0.46571,0.36842,0.68905,0.98002,0.98666,0.97852,0.99467,0.72355,0.05926,0.93983,0.83697
2967,0.29265,0.27215,0.21801,0.27093,0.73149,0.9014,0.73457,0.96353,0.01241,0.0006,0.46059,0.15427
313547,0.07072,0.03935,0.02054,0.0166,0.01363,0.01092,0.00865,0.00733,0.00502,0.00092,0.00058,0.0
41648,0.18382,0.2865,0.11397,0.39071,0.9523,0.97604,0.92497,0.99353,0.31152,0.00048,0.80882,0.47232
30979,0.41088,0.39283,0.46812,0.48078,0.51765,0.53212,0.49288,0.52164,0.16545,0.00055,0.44668,0.37166
81856,0.25479,0.36491,0.22794,0.53291,0.93959,0.97276,0.90172,0.99398,0.21136,0.00028,0.69144,0.32638
148734,0.17928,0.29716,0.13609,0.42155,0.92607,0.96671,0.88227,0.99222,0.15305,0.00036,0.7026,0.27301
122801,0.47514,0.45238,0.5761,0.78701,0.91553,0.93907,0.92741,0.96836,0.51641,0.00532,0.90187,0.75273
338769,0.071,0.03895,0.02022,0.01583,0.01322,0.01075,0.00818,0.00727,0.00297,0.00034,0.00057,0.0
200434,0.06369,0.03517,0.01819,0.0146,0.012,0.00961,0.00755,0.00645,0.0038,0.00046,0.00051,0.0
263978,0.08174,0.04942,0.02847,0.02329,0.01959,0.01602,0.01254,0.01099,0.00531,0.0006,0.00089,0.0
261672,0.09351,0.05509,0.03365,0.02867,0.02416,0.01972,0.01584,0.01356,0.00907,0.00149,0.00111,0.0
231379,0.04576,0.02513,0.01304,0.01053,0.00865,0.00693,0.00548,0.00465,0.00311,0.00054,0.00037,0.0
100537,0.32938,0.42269,0.28002,0.592,0.94246,0.97058,0.90595,0.99204,0.22116,0.00048,0.93153,0.6188
203352,0.08077,0.0444,0.02339,0.01885,0.01557,0.01251,0.00979,0.00841,0.00468,0.00058,0.00067,0.0
7417,0.32623,0.24324,0.29028,0.26093,0.30282,0.34894,0.286,0.3773,0.01218,0.00121,0.37691,0.25581
55154,0.45705,0.44057,0.45793,0.4304,0.45065,0.47426,0.42572,0.47367,0.05681,0.00039,0.42462,0.3347
251885,0.05152,0.03082,0.01683,0.0135,0.01127,0.00917,0.00713,0.00625,0.00292,0.00033,0.00051,0.0
172639,0.24438,0.31329,0.1959,0.4912,0.94141,0.96451,0.91838,0.98607,0.30464,0.00067,0.8056,0.37399
303230,0.0941,0.05145,0.02745,0.02111,0.01796,0.01488,0.01106,0.01018,0.00344,0.00042,0.0008,0.0
178387,0.28011,0.52827,0.22947,0.71006,0.96518,0.98596,0.9279,0.99985,0.28091,0.0004,0.88541,0.44532
282271,0.04909,0.02929,0.01582,0.01269,0.01055,0.00856,0.00668,0.00582,0.00296,0.00038,0.00047,0.0
221965,0.05341,0.02966,0.01523,0.01219,0.01001,0.00802,0.0063,0.00537,0.00326,0.00046,0.00043,0.0
40615,0.47394,0.52765,0.4337,0.53868,0.82798,0.92182,0.76673,0.97453,0.01798,0.00043,0.36398,0.22225
4267,0.26394,0.38046,0.19721,0.47991,0.87586,0.94468,0.81676,0.98501,0.04435,0.00035,0.72639,0.28835
386191,0.06215,0.03402,0.01742,0.01343,0.01125,0.00919,0.00692,0.00623,0.00233,0.00027,0.00049,0.0
261917,0.04658,0.02778,0.01498,0.01211,0.01002,0.00809,0.00639,0.00548,0.00323,0.00042,0.00045,0.0
80045,0.25465,0.32912,0.19083,0.49732,0.93653,0.96112,0.91383,0.98399,0.28408,0.00092,0.87128,0.39293
305077,0.03758,0.02056,0.01057,0.00848,0.00697,0.00559,0.00439,0.00375,0.00226,0.00034,0.0003,0.0
91776,0.51711,0.60936,0.82162,0.81862,0.91523,0.96958,0.86889,0.99609,0.10321,0.00032,0.93849,0.82956
235581,0.06117,0.03381,0.01753,0.0141,0.01159,0.00929,0.00731,0.00623,0.00382,0.00055,0.0005,0.0
12513,0.38375,0.53399,0.40193,0.9752,0.98831,0.99482,0.9732,1.00073,0.59085,0.01106,0.78811,0.40414
75411,0.32983,0.53582,0.31989,0.71402,0.90324,0.96131,0.84642,0.99294,0.07105,0.00027,0.65701,0.27991
247919,0.06489,0.03555,0.01837,0.01468,0.0121,0.00972,0.00757,0.00652,0.0035,0.0004,0.00052,0.0
104184,0.48086,0.43358,0.63406,0.54139,0.66196,0.78635,0.60146,0.83602,0.00897,0.00078,0.71248,0.4139
107311,0.24394,0.31477,0.20664,0.45313,0.98544,0.99065,0.98106,0.99698,0.71987,0.05613,0.8847,0.5249
83714,0.14457,0.25514,0.48474,0.58427,0.68123,0.78736,0.88286,0.95249,0.72757,0.06219,0.94345,0.92523
331391,0.107,0.05846,0.03214,0.02537,0.02149,0.01771,0.01338,0.01211,0.00475,0.0006,0.00095,0.0
166256,0.24216,0.3653,0.22598,0.66291,0.98382,0.99185,0.96829,0.99937,0.56071,0.00719,0.76749,0.36315
299772,0.05475,0.03272,0.01784,0.01421,0.0119,0.00972,0.0075,0.00663,0.00293,0.00037,0.00054,0.0
12034,0.32356,0.28823,0.43351,0.44975,0.54684,0.65091,0.61472,0.79916,0.03605,0.00099,0.85813,0.68768
220279,0.06808,0.03742,0.01931,0.01513,0.01259,0.01023,0.00781,0.00691,0.00306,0.00039,0.00055,0.0
219307,0.10883,0.0596,0.03304,0.02657,0.02234,0.01827,0.01404,0.01245,0.0057,0.00074,0.00098,0.0
267125,0.06613,0.03988,0.02271,0.0183,0.01545,0.01271,0.00981,0.00873,0.00378,0.00043,0.00071,0.0
155534,0.23741,0.27806,0.20143,0.33854,0.88139,0.94968,0.8194,0.98829,0.04281,0.0003,0.91942,0.46667
153582,0.25176,0.33053,0.21869,0.43596,0.97023,0.98784,0.93553,1.00014,0.31496,0.00043,0.85604,0.45337
380058,0.06988,0.0382,0.01994,0.01607,0.01323,0.01061,0.00833,0.00712,0.00419,0.00058,0.00056,0.0
302708,0.06403,0.03541,0.01841,0.01483,0.01219,0.00977,0.00769,0.00655,0.00405,0.00057,0.00052,0.0
41346,0.25268,0.35268,0.22311,0.50014,0.92011,0.96806,0.86705,0.99523,0.1039,0.00031,0.63161,0.28773
6319,0.28235,0.32935,0.21881,0.42591,0.89093,0.95007,0.83742,0.98626,0.0662,0.0004,0.62487,0.24876
333141,0.06384,0.03531,0.01816,0.01417,0.0118,0.0096,0.00731,0.00649,0.00278,0.00034,0.00051,0.0
255557,0.05252,0.03141,0.01722,0.01369,0.0115,0.00942,0.00724,0.00644,0.00273,0.00032,0.00052,0.0
339722,0.045,0.02484,0.01276,0.0101,0.00836,0.00674,0.00522,0.00454,0.00226,0.00028,0.00036,0.0
216064,0.05843,0.03231,0.01664,0.01334,0.01095,0.00877,0.00689,0.00588,0.00351,0.00046,0.00047,0.0
368607,0.1338,0.07376,0.04303,0.03529,0.02989,0.02453,0.01895,0.01682,0.00746,0.00083,0.00133,0.0
54425,0.28044,0.34561,0.19196,0.61929,0.86824,0.90415,0.87822,0.94793,0.30097,0.00231,0.75382,0.29856
882,0.23781,0.26008,0.16984,0.29734,0.78799,0.90687,0.73991,0.96697,0.01301,0.00058,0.43438,0.14248
78807,0.4223,0.4598,0.64282,0.68199,0.81622,0.96244,0.85126,0.99314,0.0743,0.00035,0.93212,0.80449
106700,0.14036,0.105,0.0947,0.09286,0.09345,0.09062,0.08468,0.08746,0.04169,0.00076,0.06243,0.05376
307862,0.04566,0.02511,0.01283,0.01013,0.00838,0.00676,0.00522,0.00455,0.00223,0.00028,0.00036,0.0
29594,0.23772,0.3006,0.18466,0.36536,0.93573,0.97455,0.88713,0.99704,0.14023,0.00035,0.4899,0.19418
375496,0.15075,0.08351,0.05166,0.04412,0.03737,0.03051,0.0242,0.02097,0.01143,0.00133,0.00167,0.0
351090,0.07004,0.03868,0.02013,0.01617,0.01332,0.01068,0.00837,0.00717,0.0041,0.00053,0.00057,0.0
320029,0.14575,0.08045,0.04837,0.03869,0.03359,0.02821,0.02112,0.01964,0.00644,0.00076,0.00154,0.0
195683,0.45875,0.58486,0.36085,0.75623,0.86715,0.93458,0.81566,0.97797,0.04956,0.00058,0.37159,0.17403
160589,0.29385,0.34736,0.36055,0.5311,0.75108,0.83643,0.88741,0.95205,0.59625,0.0109,0.95847,0.93929
15491,0.3351,0.38466,0.29764,0.45174,0.899,0.95565,0.84363,0.98948,0.07176,0.00033,0.92384,0.48925
316265,0.07347,0.04037,0.02104,0.01679,0.01389,0.01119,0.00868,0.00753,0.00379,0.00045,0.00059,0.0
135161,0.25614,0.30352,0.23774,0.42488,0.96569,0.98101,0.94783,0.99397,0.44876,0.00144,0.94608,0.69503
57145,0.39851,0.60825,0.33082,0.76278,0.8953,0.95519,0.83891,0.98959,0.06309,0.00034,0.43624,0.2869
314485,0.05875,0.03268,0.01676,0.0131,0.01089,0.00884,0.00675,0.00597,0.00254,0.00027,0.00047,0.0
357141,0.07743,0.04206,0.02196,0.0173,0.01442,0.0117,0.00894,0.00791,0.00341,0.00039,0.00062,0.0
40807,0.18062,0.25722,0.1191,0.35613,0.98263,0.9926,0.96504,0.9999,0.5307,0.00358,0.61189,0.26589
226150,0.05866,0.0324,0.01666,0.01333,0.01096,0.00878,0.00688,0.00589,0.00339,0.00044,0.00047,0.0
287381,0.05508,0.03286,0.01771,0.01417,0.01179,0.00957,0.00746,0.0065,0.00328,0.00042,0.00053,0.0
258159,0.13217,0.08024,0.05293,0.04614,0.03942,0.03249,0.02621,0.02263,0.01417,0.00192,0.00186,0.0
258580,0.06513,0.03911,0.02231,0.01845,0.01538,0.01247,0.00995,0.0085,0.00551,0.00082,0.00069,0.0
22482,0.22985,0.32819,0.1961,0.51373,0.9752,0.98588,0.95814,0.9958,0.49917,0.00249,0.82533,0.39407
287553,0.06947,0.04191,0.02386,0.01938,0.0163,0.01333,0.01039,0.00914,0.00426,0.00048,0.00074,0.0
385792,0.08515,0.0466,0.02472,0.01971,0.01641,0.0133,0.01024,0.00899,0.00405,0.00043,0.00071,0.0
57590,0.25149,0.24324,0.20409,0.33735,0.94324,0.96685,0.91798,0.98756,0.28666,0.00078,0.92064,0.49305
141022,0.46516,0.61617,0.95977,0.98326,0.9913,0.99428,0.99508,0.9984,0.92144,0.46017,0.96296,0.95481
387518,0.0575,0.03207,0.01646,0.01295,0.01072,0.00867,0.00667,0.00585,0.00269,0.0003,0.00046,0.0
356972,0.05704,0.03184,0.01641,0.01318,0.01081,0.00865,0.00683,0.0058,0.00371,0.00051,0.00046,0.0
332279,0.06816,0.03777,0.01953,0.01542,0.01279,0.01034,0.00796,0.00697,0.00321,0.00039,0.00055,0.0
203880,0.04938,0.02755,0.01417,0.01139,0.00933,0.00747,0.0059,0.00501,0.00332,0.00054,0.0004,0.0
100561,0.24053,0.36191,0.20406,0.54397,0.98023,0.99157,0.95373,1.00052,0.4274,0.00084,0.67592,0.24619
292776,0.0829,0.0502,0.02943,0.02457,0.02057,0.01673,0.01338,0.01145,0.00739,0.00106,0.00093,0.0
17152,0.29055,0.3786,0.25245,0.463,0.90988,0.95931,0.86198,0.98956,0.09964,0.00045,0.78181,0.37908
32095,0.62068,0.62162,0.65993,0.6135,0.64925,0.69505,0.62611,0.71195,0.07262,0.00028,0.62873,0.5435
38285,0.61512,0.69027,0.56379,0.71496,0.90784,0.96099,0.85281,0.99213,0.08318,0.00029,0.4695,0.33753
302056,0.06519,0.03627,0.01881,0.01513,0.01243,0.00996,0.00785,0.00668,0.00413,0.00056,0.00053,0.0
283628,0.04433,0.02638,0.0144,0.01171,0.00971,0.00784,0.00621,0.00532,0.00323,0.00044,0.00043,0.0
237984,0.08786,0.04851,0.02563,0.02046,0.01699,0.01374,0.01062,0.00928,0.0044,0.00051,0.00073,0.0
339261,0.05638,0.03135,0.01613,0.01295,0.01062,0.0085,0.00671,0.0057,0.00366,0.00054,0.00045,0.0
396306,0.08215,0.04491,0.02376,0.01926,0.01587,0.01273,0.01001,0.00855,0.0051,0.00065,0.00067,0.0
82285,0.25127,0.31126,0.22881,0.44114,0.98501,0.99348,0.96452,1.0004,0.51054,0.00296,0.95341,0.60935
5266,0.24946,0.28937,0.21134,0.40465,0.95695,0.98141,0.91776,0.99792,0.24074,0.00039,0.76092,0.36712
9854,0.61686,0.93711,0.97258,0.98448,0.99343,0.99722,0.9847,1.00095,0.71559,0.05597,0.96414,0.95131
184007,0.29511,0.31948,0.41521,0.55036,0.69364,0.83867,0.95085,1.00022,0.40844,0.00078,0.95365,0.91989
375674,0.05187,0.02902,0.01496,0.01202,0.00985,0.00789,0.00624,0.00529,0.00351,0.00056,0.00042,0.0
354772,0.06154,0.03456,0.01787,0.01435,0.01178,0.00944,0.00744,0.00634,0.00396,0.00054,0.00051,0.0
380004,0.04914,0.02695,0.0138,0.01107,0.00908,0.00727,0.00571,0.00486,0.003,0.00041,0.00039,0.0
138354,0.14642,0.19925,0.11496,0.27013,0.85321,0.97556,0.91071,0.99194,0.24522,0.00029,0.57923,0.23907
41080,0.98181,0.91999,0.96338,0.97451,0.9863,0.99328,0.97451,0.99935,0.62589,0.01825,0.95651,0.93634
57592,0.2941,0.32409,0.34833,0.44579,0.54545,0.59811,0.64568,0.67425,0.70347,0.48786,0.97028,0.80526
179182,0.26237,0.37519,0.21373,0.55784,0.99634,0.99833,0.99719,1.00081,0.90409,0.39179,0.74213,0.34798
260239,0.09073,0.055,0.0322,0.02591,0.0221,0.01833,0.01404,0.01269,0.005,0.0006,0.00103,0.0
125319,0.33586,0.55368,0.85238,0.81808,0.88717,0.95484,0.82378,0.99139,0.04506,0.00026,0.92701,0.77117
397730,0.07651,0.04199,0.02201,0.01764,0.01458,0.01175,0.00914,0.00791,0.00418,0.00052,0.00062,0.0
65216,0.2707,0.34958,0.23711,0.52216,0.97038,0.97923,0.97182,0.99031,0.70429,0.0484,0.85863,0.42551
91318,0.3203,0.43854,0.26019,0.64351,0.91297,0.95287,0.87595,0.98356,0.14812,0.00066,0.9106,0.495
366406,0.07166,0.03892,0.02061,0.01676,0.01381,0.01107,0.00874,0.00744,0.00472,0.00069,0.00059,0.0
19507,0.24469,0.36496,0.19369,0.52149,0.97513,0.98963,0.94623,1.00012,0.37738,0.0006,0.90279,0.41701
267728,0.05826,0.03491,0.01943,0.01531,0.01298,0.01073,0.00816,0.00739,0.00282,0.00034,0.0006,0.0
21247,0.80407,0.84049,0.91797,0.85927,0.90672,0.95738,0.85908,0.98835,0.09452,0.0005,0.9231,0.80441
335089,0.07216,0.03933,0.02048,0.01641,0.01353,0.01088,0.00848,0.0073,0.00399,0.00051,0.00058,0.0
343894,0.06193,0.03466,0.0179,0.01433,0.01178,0.00945,0.00741,0.00634,0.00367,0.00045,0.00051,0.0
362986,0.06387,0.03562,0.01844,0.01483,0.01217,0.00975,0.0077,0.00654,0.00422,0.00064,0.00052,0.0
59616,0.25091,0.46912,0.17472,0.5868,0.91157,0.96339,0.85739,0.99312,0.08732,0.00029,0.61264,0.21735
209175,0.12041,0.06619,0.03734,0.02985,0.02533,0.02088,0.01587,0.01431,0.00572,0.00061,0.00112,0.0
393460,0.11837,0.065,0.03675,0.03035,0.02535,0.02053,0.01612,0.01393,0.00748,0.0009,0.0011,0.0
107933,0.27449,0.42271,0.23249,0.53895,0.88511,0.9511,0.82548,0.98848,0.04841,0.00033,0.61278,0.26401
48448,0.38016,0.44456,0.81035,0.94199,0.96413,0.97607,0.95653,0.98943,0.54603,0.00529,0.92499,0.51228
127178,0.38241,0.60889,0.64237,0.81101,0.87652,0.93031,0.83535,0.97262,0.08191,0.00084,0.88894,0.68358
63981,0.15942,0.19517,0.11416,0.25679,0.8677,0.94251,0.80509,0.98493,0.03268,0.00041,0.70661,0.29764
352721,0.10745,0.05951,0.03208,0.02542,0.02134,0.01743,0.0133,0.01185,0.00486,0.00054,0.00094,0.0
263491,0.10289,0.06292,0.03873,0.03139,0.02716,0.02276,0.01734,0.01592,0.00586,0.00074,0.00129,0.0
126523,0.36626,0.39998,0.71848,0.86797,0.92506,0.95556,0.89663,0.98256,0.21871,0.00079,0.91256,0.64275
326943,0.05803,0.03247,0.01673,0.01334,0.01099,0.00882,0.00689,0.00593,0.00326,0.0004,0.00047,0.0
215720,0.06579,0.03629,0.01863,0.01435,0.01203,0.00984,0.00741,0.00668,0.00248,0.00029,0.00053,0.0
312226,0.04825,0.02704,0.01392,0.01117,0.00917,0.00734,0.0058,0.00492,0.00318,0.00047,0.00039,0.0
7854,0.42449,0.62245,0.53417,0.90146,0.95471,0.97846,0.91783,0.99592,0.251,0.00044,0.93949,0.64214
279727,0.05324,0.03109,0.01724,0.01416,0.01176,0.00951,0.00755,0.00646,0.00408,0.00063,0.00053,0.0
78403,0.17609,0.17815,0.12161,0.2266,0.69259,0.7784,0.75627,0.77874,0.42056,0.00328,0.49402,0.25873
131261,0.22763,0.31983,0.18797,0.43494,0.97787,0.99027,0.95184,0.99979,0.42026,0.00091,0.76268,0.39995
244086,0.05653,0.03111,0.01606,0.01292,0.0106,0.00849,0.00669,0.00569,0.00355,0.00047,0.00045,0.0
122070,0.31354,0.42715,0.29195,0.61147,0.99454,0.99793,0.98653,1.00159,0.72377,0.05492,0.69517,0.38894
26594,0.24011,0.31987,0.17472,0.40443,0.82192,0.91277,0.76489,0.96839,0.02079,0.00059,0.22628,0.10132
236014,0.0497,0.02772,0.01423,0.0113,0.00932,0.0075,0.00583,0.00505,0.00267,0.00034,0.0004,0.0
7472,0.32311,0.46717,0.25263,0.57557,0.90381,0.95718,0.85349,0.98917,0.08612,0.0004,0.65648,0.25629
31459,0.24284,0.49468,0.8485,0.82785,0.88734,0.95041,0.83112,0.98725,0.05833,0.00035,0.92045,0.78794
174884,0.3177,0.35439,0.27627,0.57458,0.93983,0.95498,0.95351,0.97549,0.68617,0.03738,0.65747,0.35855
379610,0.07373,0.04017,0.02099,0.01691,0.01392,0.01117,0.00875,0.00749,0.00431,0.00052,0.00059,0.0
1270,0.29244,0.28307,0.29834,0.28327,0.29551,0.30747,0.2795,0.30803,0.0487,0.00053,0.34115,0.33906
361166,0.05164,0.02878,0.01481,0.01186,0.00975,0.00781,0.00614,0.00524,0.00311,0.0004,0.00042,0.0
