Clear_B01,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
0.08881,0.23454,0.22055,0.32355,0.18383,0.42228,0.95484,0.82855,0.99084,0.04981,0.0003,0.92601,0.77407
0.08394,0.24034,0.22573,0.25489,0.29065,0.30893,0.32948,0.30918,0.33571,0.05955,0.00037,0.29752,0.26387
0.20359,0.26546,0.19918,0.23655,0.17176,0.30254,0.88773,0.73673,0.95363,0.01795,0.00084,0.84551,0.63785
0.08711,0.22216,0.23925,0.39794,0.22111,0.56333,0.98537,0.93779,0.99796,0.33843,0.00049,0.948,0.83875
0.15185,0.394,0.3862,0.65391,0.36751,0.88003,0.94092,0.82769,0.98099,0.05841,0.00066,0.90367,0.76473
0.11541,0.41329,0.42967,0.59331,0.63155,0.89522,0.95168,0.84374,0.98664,0.07582,0.00032,0.91879,0.79861
0.08912,0.40045,0.38,0.44563,0.34366,0.55164,0.95306,0.81627,0.99096,0.03917,0.00026,0.92608,0.75958
0.08173,0.2844,0.33507,0.4969,0.98221,0.99205,0.99618,0.98425,1.00042,0.7139,0.05483,0.95899,0.94491
0.09636,0.52964,0.53996,0.6435,0.71485,0.73905,0.75828,0.75685,0.77595,0.43498,0.00533,0.70664,0.7102
0.109,0.21467,0.299,0.55066,0.74018,0.86697,0.94617,0.8151,0.98616,0.04108,0.00037,0.91568,0.75502
0.22336,0.30402,0.22843,0.31698,0.25544,0.44702,0.91539,0.86833,0.95739,0.20623,0.00191,0.86665,0.77874
0.09319,0.23999,0.26616,0.48256,0.24779,0.68962,0.99429,0.96943,1.0005,0.55381,0.00573,0.86605,0.6449
0.11067,0.26038,0.24755,0.37975,0.21839,0.46132,0.97053,0.87894,0.99551,0.12452,0.00042,0.93617,0.83936
0.09809,0.30654,0.30198,0.46387,0.29039,0.61901,0.97827,0.91755,0.99577,0.25302,0.00039,0.94118,0.88586
0.09727,0.2654,0.25553,0.35491,0.2187,0.48556,0.9822,0.9209,0.99819,0.25519,0.00041,0.81536,0.60739
0.2058,0.23214,0.17648,0.25656,0.14216,0.31587,0.88236,0.71939,0.95129,0.01518,0.00091,0.60148,0.30796
0.08957,0.23099,0.23254,0.36381,0.2273,0.56827,0.99323,0.96489,1.00032,0.51564,0.00334,0.9532,0.90572
0.1246,0.30356,0.29647,0.49714,0.27354,0.65127,0.97561,0.9286,0.99262,0.3223,0.00062,0.42534,0.3175
0.09953,0.23656,0.22701,0.32738,0.21629,0.41803,0.97756,0.89453,0.99832,0.15803,0.00039,0.92092,0.69807
0.19716,0.33614,0.30908,0.54984,0.24931,0.6679,0.87301,0.68485,0.94807,0.00926,0.00073,0.78762,0.41949
0.10298,0.2329,0.21466,0.29266,0.18625,0.37426,0.95164,0.82421,0.98916,0.04648,0.00039,0.88513,0.63033
0.09188,0.25727,0.27024,0.40857,0.241,0.53932,0.95982,0.84416,0.99217,0.0662,0.00032,0.88483,0.59462
0.09564,0.20241,0.26723,0.45349,0.63174,0.70491,0.76718,0.77946,0.85562,0.33897,0.00066,0.95228,0.9162
0.11563,0.12045,0.08569,0.06979,0.05901,0.06019,0.0618,0.05161,0.06051,0.00454,0.00036,0.04759,0.03691
0.09242,0.39388,0.37333,0.44983,0.37664,0.58546,0.97247,0.89456,0.99466,0.18213,0.00035,0.94123,0.87027
0.09228,0.1622,0.15678,0.20667,0.20012,0.31273,0.44396,0.45019,0.60202,0.0438,0.00036,0.92603,0.80029
0.08885,0.32637,0.3298,0.52216,0.32621,0.73915,0.98379,0.91785,0.99963,0.23361,0.00043,0.94887,0.88516
0.09285,0.39111,0.44386,0.93904,0.72147,0.89625,0.95861,0.8347,0.99274,0.05536,0.00031,0.92947,0.78552
0.11518,0.27017,0.26798,0.41134,0.26638,0.53629,0.95127,0.8427,0.98647,0.07379,0.0004,0.91915,0.79873
0.08223,0.0531,0.02935,0.01496,0.05088,0.10041,0.14806,0.17701,0.26665,0.02976,0.00029,0.82454,0.82773
0.11764,0.2741,0.25983,0.31853,0.39019,0.53959,0.68795,0.76127,0.99146,0.18991,0.00049,0.93053,0.85875
0.09092,0.19156,0.18575,0.32374,0.15571,0.44478,0.96375,0.85474,0.99357,0.08026,0.00033,0.93342,0.81003
0.08669,0.29328,0.27776,0.33207,0.43494,0.47196,0.50754,0.51189,0.53359,0.23282,0.00078,0.42684,0.40463
0.10554,0.24446,0.22967,0.32891,0.23569,0.47055,0.9853,0.9537,0.99596,0.46043,0.00151,0.94251,0.88905
0.15664,0.23534,0.22694,0.30722,0.45458,0.53814,0.6137,0.6242,0.74648,0.14581,0.0006,0.91131,0.83518
0.08377,0.16593,0.16907,0.30256,0.17758,0.48729,0.99594,0.98709,0.99995,0.75887,0.08989,0.93888,0.66899
0.188,0.30841,0.28986,0.3925,0.54176,0.71898,0.90677,0.75552,0.9652,0.01908,0.00076,0.86536,0.63888
0.11138,0.22978,0.2155,0.33092,0.17389,0.43342,0.95863,0.85656,0.98995,0.09099,0.00039,0.86582,0.63191
0.10333,0.18445,0.16863,0.28387,0.14791,0.39263,0.98689,0.95387,0.99721,0.45053,0.00134,0.94639,0.88495
0.15696,0.26671,0.27158,0.45219,0.2863,0.61223,0.96029,0.90987,0.98401,0.26522,0.00088,0.79462,0.58914
0.10158,0.06611,0.03645,0.01875,0.0513,0.0991,0.14746,0.16955,0.26615,0.01455,0.00032,0.80955,0.75638
0.09407,0.22829,0.24137,0.42314,0.22088,0.55576,0.96832,0.88629,0.99257,0.15021,0.00043,0.87082,0.71222
0.09221,0.46761,0.45606,0.68925,0.36603,0.88746,0.97629,0.89729,0.99725,0.17791,0.00029,0.54507,0.35943
0.09166,0.22332,0.22191,0.36456,0.22025,0.5341,0.99767,0.9851,1.00129,0.71596,0.05258,0.95411,0.75126
0.09602,0.96156,0.91816,0.94993,0.90696,0.94193,0.97549,0.8989,0.99652,0.18092,0.00033,0.94137,0.8605
0.10091,0.54976,0.55715,0.91153,0.58558,0.96667,0.98557,0.9319,0.99905,0.30129,0.0005,0.94761,0.90065
0.10252,0.26009,0.35666,0.61277,0.91001,0.98554,0.9972,0.98536,1.00099,0.72219,0.0563,0.95263,0.9372
0.18199,0.30528,0.25265,0.30251,0.25894,0.39479,0.93139,0.83558,0.97335,0.08116,0.00091,0.89144,0.77267
0.09222,0.10931,0.08239,0.06968,0.0661,0.06447,0.06268,0.0593,0.06001,0.03259,0.00069,0.04992,0.04664
0.10723,0.11599,0.08402,0.06923,0.06023,0.06071,0.06164,0.05284,0.06017,0.00607,0.00036,0.04824,0.03902
0.08951,0.33191,0.35163,0.55045,0.39272,0.75337,0.98923,0.95086,0.99926,0.41597,0.00081,0.95021,0.91692
0.07623,0.22535,0.2305,0.35961,0.21513,0.54856,0.97977,0.91144,0.99759,0.23378,0.00027,0.95037,0.8708
0.17129,0.38622,0.34986,0.39728,0.37437,0.38185,0.39153,0.37317,0.39899,0.09251,0.00108,0.35158,0.33054
0.09765,0.18479,0.17991,0.26814,0.15595,0.34641,0.98803,0.95907,0.99722,0.4922,0.00229,0.60346,0.45045
0.09899,0.27246,0.28578,0.4582,0.24772,0.54768,0.95729,0.84116,0.99097,0.06401,0.00033,0.85928,0.59277
0.09179,0.16598,0.16134,0.20862,0.19613,0.30933,0.44335,0.44008,0.60287,0.02908,0.00028,0.92561,0.76968
0.20647,0.295,0.23676,0.35829,0.19553,0.45432,0.87305,0.68678,0.94759,0.0111,0.00102,0.82501,0.51312
0.09465,0.5177,0.53715,0.67984,0.6431,0.8374,0.99901,0.98209,1.00252,0.66502,0.02741,0.95652,0.93962
0.08781,0.21623,0.21287,0.37465,0.20196,0.52465,0.98747,0.93893,0.99947,0.34512,0.00051,0.94972,0.90787
0.11645,0.14774,0.12392,0.1624,0.08071,0.18931,0.73396,0.70118,0.87803,0.02037,0.00034,0.53412,0.3408
0.10788,0.24765,0.25332,0.49877,0.2834,0.69708,0.93081,0.77822,0.9797,0.02003,0.0003,0.90051,0.66008
0.23284,0.39601,0.32017,0.39763,0.45705,0.49197,0.51784,0.51721,0.56352,0.2099,0.00152,0.60793,0.58398
0.09899,0.258,0.27097,0.52312,0.30647,0.73606,0.95649,0.82612,0.99242,0.0458,0.00034,0.92664,0.722
0.08814,0.99941,0.93504,0.9612,0.92553,0.9549,0.98227,0.91457,0.99909,0.22783,0.00033,0.94754,0.88191
0.14549,0.171,0.14051,0.21482,0.11989,0.29955,0.87631,0.87836,0.9737,0.16045,0.00077,0.72976,0.5924
0.1063,0.1595,0.14772,0.2527,0.12897,0.37258,0.9805,0.93124,0.99562,0.31883,0.00047,0.80436,0.63255
0.09557,0.20354,0.2042,0.36563,0.1657,0.49363,0.9465,0.80704,0.98754,0.03377,0.00027,0.90844,0.61592
0.22968,0.27934,0.20388,0.31506,0.22283,0.47569,0.91741,0.88981,0.9562,0.31432,0.0025,0.86771,0.79334
0.10957,0.29505,0.27937,0.40555,0.28845,0.50482,0.98842,0.97733,0.99567,0.69747,0.04169,0.94154,0.92154
0.09273,0.26786,0.28474,0.36258,0.49837,0.56226,0.62275,0.67105,0.75223,0.53874,0.02763,0.95295,0.93612
0.20477,0.34361,0.33795,0.53802,0.88783,0.92449,0.94511,0.92795,0.97132,0.47272,0.00284,0.89342,0.8434
0.0906,0.15609,0.1475,0.21404,0.12862,0.283,0.9605,0.83835,0.99363,0.05862,0.0003,0.65213,0.40822
0.10094,0.43479,0.43378,0.60651,0.88996,0.93029,0.96637,0.89154,0.99078,0.17975,0.00046,0.93642,0.86183
0.08409,0.24785,0.24714,0.29358,0.40313,0.50749,0.62897,0.68995,0.93462,0.14354,0.00029,0.94204,0.85578
0.1518,0.19572,0.16303,0.25669,0.12227,0.35285,0.96722,0.92095,0.98749,0.30316,0.00097,0.70729,0.55363
0.20699,0.24916,0.1975,0.35527,0.19036,0.59914,0.92289,0.85162,0.9648,0.1288,0.00139,0.87664,0.66119
0.1068,0.38074,0.37038,0.4081,0.37445,0.38116,0.39168,0.37117,0.39887,0.08626,0.00048,0.36032,0.34194
0.08385,0.30316,0.27242,0.27637,0.28513,0.29749,0.31319,0.32035,0.32865,0.21324,0.00803,0.22594,0.20704
0.09096,0.11412,0.23716,0.56426,0.85865,0.91558,0.9659,0.85966,0.99457,0.08699,0.00034,0.93526,0.8158
0.11609,0.41477,0.43773,0.57743,0.78065,0.91451,0.96048,0.86724,0.98964,0.11056,0.00041,0.92531,0.81732
0.21716,0.20931,0.14011,0.14997,0.18586,0.22958,0.29842,0.32826,0.44581,0.06996,0.00127,0.86543,0.75924
0.11981,0.29205,0.28913,0.37825,0.4443,0.51778,0.58482,0.51927,0.61853,0.02969,0.00045,0.51866,0.41099
0.08134,0.1928,0.21749,0.43045,0.25391,0.6673,0.99278,0.95888,1.00086,0.46951,0.00169,0.7548,0.61386
0.13011,0.19374,0.18413,0.34129,0.15916,0.4976,0.94885,0.83716,0.98547,0.06732,0.00047,0.91409,0.55758
0.09513,0.25373,0.24603,0.38193,0.22232,0.46938,0.97876,0.90416,0.99797,0.19487,0.00041,0.94424,0.87279
0.08055,0.15545,0.1552,0.31235,0.13617,0.46409,0.99107,0.95034,1.00038,0.40242,0.00067,0.83798,0.68424
0.06616,0.29841,0.29277,0.32413,0.35519,0.36681,0.37592,0.38296,0.39187,0.32312,0.0794,0.44057,0.45155
0.0978,0.29345,0.34011,0.49026,0.8888,0.93031,0.97268,0.8784,0.99719,0.12283,0.00032,0.94061,0.84131
0.11805,0.29002,0.27655,0.33694,0.35826,0.4513,0.53919,0.52968,0.7077,0.0527,0.00041,0.91745,0.7786
0.09311,0.16548,0.15467,0.2369,0.13585,0.33813,0.95808,0.92157,0.99907,0.25533,0.00045,0.76763,0.59412
0.08906,0.18597,0.17505,0.28428,0.15268,0.40878,0.974,0.88728,0.99674,0.14546,0.00032,0.94217,0.77807
0.09209,0.40604,0.45111,0.61752,0.65303,0.67161,0.66984,0.54826,0.58762,0.0435,0.0003,0.55564,0.81171
0.10778,0.1926,0.177,0.26512,0.1477,0.34304,0.9499,0.82217,0.98788,0.04636,0.00035,0.80167,0.53755
0.1468,0.26427,0.24996,0.40596,0.2267,0.51203,0.91494,0.75706,0.97084,0.01549,0.00046,0.87926,0.51446
0.2134,0.28343,0.21857,0.31454,0.23152,0.4229,0.92991,0.90464,0.96348,0.36424,0.00181,0.87238,0.70295
0.19431,0.34375,0.29801,0.47656,0.25944,0.5919,0.91458,0.77636,0.96887,0.02699,0.0007,0.8729,0.67101
0.22851,0.24593,0.17913,0.25289,0.14203,0.31357,0.84965,0.66322,0.93292,0.01259,0.00129,0.51105,0.22175
0.09449,0.88582,0.86269,0.93234,0.90451,0.94094,0.97537,0.8964,0.99645,0.17275,0.0004,0.94385,0.86875
0.08514,0.17942,0.15884,0.17086,0.1666,0.17689,0.18659,0.17099,0.184,0.02445,0.00029,0.145,0.1263
0.10034,0.24852,0.23948,0.36751,0.22296,0.50649,0.98954,0.96394,0.99787,0.52883,0.00404,0.94791,0.92248
0.18565,0.21897,0.16907,0.27015,0.1791,0.40971,0.94389,0.94138,0.96998,0.62879,0.02267,0.67452,0.46609
0.10277,0.23573,0.24344,0.43222,0.22812,0.59155,0.97733,0.91936,0.99492,0.2639,0.00042,0.87714,0.63492
0.13633,0.25034,0.26335,0.46679,0.27973,0.6852,0.94502,0.85663,0.98017,0.11768,0.00069,0.76587,0.53247
0.1198,0.17651,0.15426,0.23592,0.12716,0.32239,0.94869,0.83739,0.98513,0.06647,0.00038,0.88589,0.65344
0.09241,0.26118,0.28607,0.51835,0.28259,0.69933,0.99817,0.9784,1.00239,0.62095,0.01577,0.95594,0.93774
0.12555,0.94995,0.87408,0.90967,0.80477,0.87103,0.94426,0.81015,0.9856,0.03712,0.00049,0.83641,0.03415
0.09983,0.44877,0.45218,0.61615,0.8721,0.91723,0.96612,0.86496,0.99411,0.09781,0.00045,0.93379,0.81559
0.22588,0.77713,0.64893,0.75819,0.61128,0.72692,0.86071,0.66423,0.941,0.01077,0.00111,0.8075,0.25843
0.09394,0.32888,0.3604,0.56139,0.41051,0.99625,0.99932,0.98773,1.00234,0.7305,0.06469,0.95815,0.77826
0.23213,0.26064,0.20779,0.40093,0.24024,0.66045,0.91272,0.89163,0.9526,0.35281,0.00236,0.86058,0.74305
0.12206,0.19722,0.20476,0.50707,0.17728,0.69016,0.96165,0.88468,0.98815,0.16186,0.00044,0.92486,0.74743
0.10916,0.28107,0.26905,0.39998,0.2652,0.54725,0.98316,0.94939,0.99505,0.43615,0.00118,0.9415,0.82378
0.22119,0.37374,0.33601,0.6984,0.60556,0.73695,0.85679,0.68449,0.93621,0.01355,0.00105,0.80834,0.53209
0.08954,0.54799,0.55791,0.89693,0.53509,0.9097,0.9639,0.85155,0.99427,0.07538,0.0003,0.93429,0.81277
0.14481,0.32842,0.31033,0.5208,0.29319,0.7695,0.96907,0.9159,0.98966,0.27012,0.00072,0.54668,0.40675
0.22302,0.44369,0.35997,0.53695,0.3208,0.64163,0.84394,0.64275,0.9308,0.0098,0.00098,0.78914,0.44449
0.11112,0.18743,0.16005,0.20105,0.11712,0.23802,0.92651,0.76527,0.97804,0.01513,0.00033,0.63261,0.33827
0.08435,0.23412,0.24841,0.44562,0.21905,0.59955,0.96863,0.8674,0.99544,0.10319,0.00027,0.81497,0.55416
0.1084,0.22932,0.24768,0.45229,0.2119,0.65405,0.9676,0.86519,0.9952,0.09669,0.0004,0.93453,0.82703
0.12837,0.36261,0.4147,0.61686,0.83951,0.89402,0.95062,0.84309,0.98596,0.07542,0.00045,0.91588,0.7884
0.0833,0.21927,0.21133,0.32587,0.18412,0.41939,0.96499,0.85542,0.99447,0.08073,0.00029,0.93609,0.81486
0.10001,0.18958,0.21332,0.41168,0.1772,0.55537,0.95444,0.83732,0.98946,0.06194,0.0003,0.92379,0.64624
0.10212,0.1866,0.17781,0.31829,0.16143,0.41894,0.99147,0.96992,0.99841,0.58187,0.00862,0.91594,0.82205
0.11824,0.18842,0.20857,0.46805,0.23168,0.72178,0.98556,0.98319,0.99338,0.80612,0.14944,0.93344,0.7457
0.15892,0.38327,0.38149,0.57336,0.68996,0.69529,0.66877,0.60203,0.58257,0.24148,0.00134,0.54727,0.8747
0.12304,0.2549,0.22787,0.25477,0.28729,0.30718,0.32887,0.30505,0.33608,0.04814,0.00043,0.29319,0.25362
0.09019,0.26604,0.27568,0.40061,0.27197,0.55441,0.99868,0.98737,1.00186,0.72895,0.06253,0.95577,0.78082
0.14845,0.35591,0.33067,0.49604,0.37252,0.70463,0.97192,0.96095,0.98625,0.62998,0.0184,0.92563,0.89605
0.12642,0.28231,0.26133,0.41079,0.25992,0.57149,0.97832,0.94743,0.99198,0.44405,0.00132,0.93329,0.89707
0.10771,0.17157,0.16535,0.24617,0.14937,0.33579,0.9714,0.89202,0.99427,0.16555,0.00041,0.78649,0.59873
0.08808,0.21321,0.2202,0.34148,0.20971,0.45158,0.97476,0.88852,0.99725,0.14921,0.0003,0.85068,0.57737
0.18156,0.25268,0.21424,0.34065,0.20943,0.49703,0.94668,0.88117,0.97822,0.17798,0.00088,0.90141,0.65651
0.1031,0.26269,0.25097,0.39431,0.25603,0.59575,0.98724,0.95861,0.99689,0.49154,0.00225,0.94439,0.91561
0.09726,0.14569,0.12567,0.19427,0.1093,0.28521,0.98904,0.95942,0.99806,0.48771,0.00215,0.77656,0.63009
0.08745,0.18099,0.17818,0.31318,0.16202,0.42513,0.9909,0.95724,0.99961,0.45951,0.00142,0.86711,0.71053
0.09196,0.99955,0.93126,0.94444,0.85329,0.90523,0.96299,0.84691,0.99426,0.06729,0.00044,0.93316,0.79572
0.10414,0.24174,0.22574,0.30825,0.19295,0.39827,0.94559,0.80401,0.98738,0.03113,0.00032,0.91532,0.73408
0.12147,0.94769,0.87548,0.92082,0.85545,0.90543,0.95763,0.85427,0.98941,0.08649,0.00043,0.92305,0.11026
0.20841,0.26026,0.19241,0.19935,0.17686,0.19418,0.21733,0.18721,0.24374,0.01189,0.00125,0.18489,0.1298
0.10833,0.22188,0.20485,0.31796,0.19094,0.42606,0.98536,0.95169,0.99634,0.44057,0.00119,0.94275,0.80073
0.10412,0.32684,0.32634,0.49362,0.32302,0.66259,0.96315,0.86948,0.99145,0.11526,0.00034,0.92972,0.82464
0.09716,0.26439,0.2585,0.4045,0.25291,0.51413,0.98372,0.93245,0.99754,0.31118,0.00054,0.88683,0.76058
0.08787,0.24922,0.23877,0.33664,0.2304,0.46081,0.96792,0.89281,0.99176,0.1862,0.00033,0.94176,0.82251
0.09947,0.31774,0.3013,0.41505,0.26955,0.52402,0.95509,0.83183,0.99062,0.05379,0.00032,0.92489,0.75412
0.21845,0.22466,0.16768,0.25873,0.14136,0.3461,0.83951,0.84557,0.95008,0.15289,0.00141,0.53386,0.39542
0.20641,0.33008,0.25298,0.26223,0.21616,0.23833,0.26544,0.21145,0.27153,0.00873,0.00076,0.1994,0.12912
0.08333,0.18037,0.19328,0.37099,0.16821,0.5041,0.96666,0.86435,0.99439,0.09714,0.00027,0.93721,0.68843
0.13137,0.43853,0.41987,0.53082,0.65539,0.75572,0.86021,0.74434,0.91256,0.02799,0.00052,0.83947,0.6532
0.12229,0.46086,0.47325,0.60953,0.71194,0.86539,0.98256,0.9693,0.99285,0.64504,0.02413,0.94278,0.91919
0.12316,0.36314,0.35004,0.49518,0.31374,0.63301,0.94002,0.79974,0.98395,0.03096,0.00038,0.90761,0.73144
0.09149,0.22145,0.28765,0.64888,0.4851,0.96076,0.98271,0.9262,0.99753,0.28013,0.00055,0.94527,0.83379
0.11145,0.21855,0.23965,0.49241,0.21475,0.71167,0.9886,0.96786,0.99691,0.57518,0.00816,0.9451,0.92143
0.09337,0.40073,0.37151,0.40073,0.45874,0.49331,0.52748,0.50455,0.52806,0.16706,0.00049,0.47048,0.42565
0.21017,0.35763,0.31432,0.48529,0.47621,0.73823,0.91903,0.84494,0.96333,0.12278,0.00116,0.87294,0.76913
0.15556,0.33023,0.29886,0.48026,0.3171,0.6428,0.96683,0.9333,0.98571,0.38878,0.00116,0.92102,0.87616
0.10085,0.18544,0.16907,0.26032,0.14898,0.34798,0.94896,0.84307,0.98474,0.08072,0.00038,0.80658,0.55831
0.10462,0.28361,0.28326,0.45884,0.27756,0.6216,0.99217,0.98077,0.99811,0.70213,0.04639,0.94782,0.93009
0.18767,0.21054,0.16787,0.27136,0.15329,0.39165,0.93802,0.86433,0.97429,0.13861,0.00103,0.67311,0.46149
0.08876,0.24076,0.22851,0.34977,0.20669,0.47082,0.97796,0.90344,0.99739,0.18921,0.00045,0.94366,0.87065
0.07626,0.20504,0.19152,0.24153,0.22164,0.40244,0.98985,0.96866,1.00112,0.54253,0.00503,0.92867,0.82267
0.12605,0.23349,0.23297,0.37323,0.18275,0.48753,0.92553,0.76733,0.9772,0.01674,0.00037,0.89262,0.6299
0.11649,0.16281,0.17694,0.36938,0.1694,0.54995,0.94705,0.83178,0.9845,0.0582,0.00048,0.7501,0.50702
0.10553,0.23037,0.22766,0.31595,0.22505,0.44391,0.98107,0.94112,0.99466,0.37812,0.00067,0.89976,0.65933
0.17808,0.87975,0.78944,0.88632,0.8831,0.92522,0.95651,0.89478,0.98343,0.20356,0.00105,0.91117,0.83811
0.09667,0.45978,0.47311,0.6009,0.44892,0.64724,0.97208,0.88012,0.99627,0.12455,0.0004,0.45435,0.33543
0.08226,0.20956,0.22227,0.4218,0.22184,0.60526,0.99497,0.96857,1.001,0.54076,0.00461,0.95132,0.79548
0.07555,0.9969,0.93667,0.97411,0.99132,0.9974,0.99933,0.99699,1.00155,0.87933,0.30112,0.96217,0.12983
0.09339,0.20878,0.20103,0.33805,0.16483,0.46359,0.95795,0.8506,0.99005,0.08334,0.00027,0.92847,0.77615
0.10699,0.1164,0.08474,0.07018,0.06333,0.06278,0.0625,0.05552,0.06043,0.01059,0.00051,0.04884,0.04134
0.09268,0.1173,0.318,0.50862,0.51607,0.70566,0.98082,0.9142,0.99809,0.22895,0.00038,0.94598,0.88659
0.10499,0.15219,0.13176,0.19322,0.0996,0.25517,0.8422,0.79329,0.98074,0.02798,0.00032,0.64441,0.43645
0.08791,0.23756,0.24373,0.42978,0.18889,0.56987,0.95615,0.82765,0.9918,0.04838,0.00026,0.80655,0.52125
0.09829,0.19386,0.20775,0.38414,0.17402,0.5502,0.954,0.83369,0.98962,0.05774,0.0003,0.92404,0.78466
0.08891,0.19783,0.19369,0.32234,0.18322,0.45644,0.99195,0.97172,0.99886,0.59739,0.01216,0.93161,0.76212
0.08473,0.28187,0.27496,0.44008,0.21801,0.57926,0.96881,0.87642,0.99429,0.12265,0.00036,0.35849,0.24253
0.08451,0.1767,0.17179,0.2941,0.15918,0.40031,0.98853,0.93731,1.00034,0.32343,0.00048,0.65678,0.5045
0.08479,0.24829,0.30441,0.58278,0.47391,0.98301,0.99529,0.98194,0.9999,0.69477,0.0411,0.95577,0.9381
0.09557,0.22434,0.28937,0.65375,0.50002,0.98112,0.99091,0.95977,0.99929,0.47974,0.00188,0.94935,0.86037
0.11377,0.35135,0.33816,0.48549,0.31146,0.59527,0.97871,0.93027,0.99465,0.32294,0.00049,0.4347,0.3378
0.2051,0.27169,0.21381,0.30991,0.20637,0.4331,0.92036,0.83932,0.96504,0.10955,0.00089,0.87578,0.71758
0.08614,0.18559,0.21564,0.42726,0.20156,0.60999,0.99251,0.96959,0.99934,0.56868,0.00776,0.95368,0.76816
0.11267,0.21857,0.21804,0.40724,0.2166,0.61902,0.94573,0.82519,0.98455,0.05266,0.00048,0.9135,0.68827
0.0907,0.31097,0.32092,0.37886,0.42301,0.48935,0.5673,0.53273,0.70215,0.03762,0.00027,0.92809,0.77886
0.1086,0.31724,0.35318,0.49308,0.63702,0.73657,0.82951,0.82874,0.99163,0.16973,0.00041,0.93225,0.85677
0.10671,0.31444,0.34274,0.54942,0.33532,0.74044,0.97223,0.89533,0.99453,0.17841,0.00049,0.93805,0.63943
0.08289,0.2981,0.28991,0.31579,0.31556,0.33972,0.36432,0.3349,0.38914,0.04076,0.00028,0.42606,0.38999
0.08689,0.23068,0.21075,0.25536,0.19649,0.34608,0.9814,0.91405,0.99829,0.2241,0.00038,0.94647,0.87968
0.09027,0.37191,0.35193,0.45456,0.3186,0.56932,0.95957,0.84327,0.99213,0.06545,0.00032,0.92975,0.79946
0.09823,0.2773,0.26561,0.40578,0.22602,0.52349,0.95097,0.82381,0.98858,0.04667,0.00036,0.92106,0.77437
0.12565,0.26287,0.24759,0.3958,0.20085,0.51212,0.9275,0.7772,0.97708,0.02112,0.00045,0.83475,0.5128
0.19523,0.24093,0.18713,0.2655,0.14421,0.33582,0.86834,0.674,0.94565,0.00791,0.00068,0.82265,0.42714
0.09187,0.52761,0.54415,0.69625,0.54278,0.78598,0.98906,0.9457,0.99963,0.37648,0.00061,0.53695,0.44271
0.16246,0.43102,0.40717,0.54012,0.50588,0.69493,0.96853,0.95679,0.98448,0.6061,0.01387,0.92153,0.87653
0.24575,0.725,0.56678,0.69488,0.54192,0.66858,0.82425,0.61019,0.9189,0.01245,0.00123,0.76091,0.37633
0.21062,0.18576,0.11516,0.0944,0.08903,0.08523,0.0805,0.07177,0.07301,0.02404,0.00134,0.04713,0.03989
0.09601,0.32804,0.32851,0.51347,0.30035,0.67896,0.95649,0.83537,0.991,0.0571,0.00031,0.92648,0.7832
0.08624,0.21443,0.20893,0.29918,0.16499,0.36749,0.96123,0.84757,0.99285,0.07218,0.00027,0.66266,0.41983
0.0971,0.20011,0.26206,0.44011,0.56636,0.65383,0.74473,0.69966,0.84866,0.06609,0.00039,0.93054,0.7981
0.19695,0.28908,0.24637,0.44543,0.31226,0.79978,0.92754,0.85074,0.96852,0.11973,0.00115,0.86076,0.53167
0.08893,0.425,0.41171,0.44367,0.42068,0.44216,0.46667,0.42298,0.47925,0.05017,0.00029,0.4187,0.37628
0.08811,0.1979,0.22986,0.49922,0.18067,0.67306,0.99743,0.97801,1.00177,0.62563,0.01602,0.8039,0.61431
0.10045,0.13885,0.10818,0.09486,0.08786,0.08867,0.09072,0.08112,0.08624,0.01747,0.00036,0.06517,0.05718
0.09278,0.21804,0.20682,0.33485,0.20388,0.48795,0.98908,0.96339,0.99764,0.5304,0.0044,0.94777,0.92211
0.12421,0.95681,0.88447,0.94193,0.93985,0.96518,0.98175,0.93846,0.99562,0.35755,0.00074,0.94035,0.89826
0.09177,0.25625,0.29538,0.43792,0.60938,0.71014,0.80314,0.81372,0.95981,0.21456,0.00035,0.93953,0.87534
0.09786,0.18598,0.1945,0.36488,0.19021,0.50732,0.98763,0.9612,0.99683,0.51456,0.00315,0.8366,0.70176
0.11752,0.399,0.36005,0.37525,0.3439,0.34168,0.34054,0.32701,0.33065,0.13332,0.00068,0.26403,0.2583
0.14468,0.1599,0.14013,0.2385,0.13269,0.37264,0.93833,0.82125,0.97986,0.05438,0.00051,0.75169,0.48561
0.09209,0.16918,0.15827,0.26687,0.14598,0.39559,0.98507,0.94297,0.99726,0.37733,0.00059,0.87786,0.72307
0.07865,0.17198,0.16231,0.22479,0.14532,0.32056,0.88246,0.98142,0.99847,0.73673,0.07443,0.62525,0.47113
0.09166,0.99802,0.92909,0.94022,0.83779,0.89584,0.95874,0.83322,0.99303,0.05317,0.00029,0.92998,0.41252
0.2288,0.23817,0.16285,0.21157,0.11585,0.26037,0.82433,0.619,0.91794,0.01222,0.00114,0.57097,0.22645
0.07123,0.32063,0.29291,0.29359,0.28591,0.28527,0.28351,0.27724,0.27476,0.19069,0.01569,0.22968,0.217
0.09283,0.99189,0.92734,0.96593,0.96482,0.98213,0.99224,0.95879,1.0004,0.4644,0.00154,0.95257,0.92358
