,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,COT_est
144053,0.73767,0.66426,0.71003,0.7338,0.75791,0.76255,0.74312,0.75968,0.66913,0.19322,0.12349,0.1469,74.5,2.0
149403,0.415,0.46767,0.37527,0.56469,0.92707,0.97959,0.87237,1.00773,0.09664,0.00044,0.12845,0.1042,46.62,2.0
126343,0.45032,0.51749,0.48166,0.68238,1.01014,1.02228,0.97841,1.03291,0.49821,0.08396,0.40883,0.32569,42.32,2.0
148030,0.62663,0.59573,0.62274,0.62896,0.64564,0.66665,0.65921,0.70744,0.48683,0.0808,0.06951,0.08899,33.64,2.0
180855,0.89641,0.84869,0.88246,0.89387,0.89608,0.89499,0.8918,0.89531,0.84174,0.26127,0.09351,0.11632,40.71,2.0
178960,1.01082,0.93801,0.95612,0.87249,0.90994,0.96074,0.85401,0.99506,0.56268,0.08676,0.08618,0.10559,37.07,2.0
177498,0.76003,0.72916,0.7641,0.78827,0.97562,1.0206,0.964,1.03326,0.72268,0.33204,0.70301,0.60606,38.39,2.0
95139,0.1575,0.20561,0.11459,0.29896,0.89877,0.98543,0.96295,0.99532,0.55018,0.00444,0.55181,0.21687,62.86,0.0
88866,0.76303,0.81959,0.93226,0.95229,0.97539,0.98973,0.94512,1.00023,0.36925,0.00058,0.95121,0.91356,40.41,0.0
97772,0.28697,0.32351,0.24968,0.4033,0.91514,0.95692,0.87464,0.98654,0.14681,0.00043,0.58541,0.27875,72.06,0.0
195386,0.83576,0.7947,0.83397,0.90896,1.00339,1.00269,0.9683,0.99564,0.81697,0.26679,0.09748,0.12093,34.91,2.0
185236,0.89544,0.84519,0.8775,0.89039,0.94187,0.93876,0.91305,0.927,0.83161,0.26158,0.10073,0.12469,49.85,2.0
115092,0.61052,0.60743,0.58286,0.64253,0.86241,0.95398,0.7946,1.01777,0.48662,0.12842,0.0921,0.11569,31.34,2.0
5214,0.2767,0.44177,0.19682,0.56097,0.75046,0.80717,0.6994,0.84262,0.07898,0.00377,0.65477,0.27683,72.69,1.0
28098,0.31513,0.30928,0.34642,0.36046,0.37241,0.38324,0.38368,0.3891,0.27375,0.01596,0.44562,0.42487,48.21,1.0
75538,0.19401,0.22583,0.13809,0.27381,0.81594,0.92686,0.77399,0.97735,0.0194,0.00045,0.59437,0.18917,69.26,0.0
174986,0.66826,0.60823,0.64884,0.68704,0.84052,0.84506,0.82345,0.84742,0.54341,0.05938,0.11,0.13029,71.42,2.0
89199,0.36767,0.48556,0.32807,0.66785,0.98338,0.99264,0.96113,1.00034,0.48272,0.00197,0.79776,0.41235,43.74,0.0
86875,0.33701,0.54369,0.87139,0.96233,0.98488,0.99146,0.97338,0.9982,0.61704,0.01457,0.94924,0.92841,56.61,0.0
126156,0.47094,0.48178,0.60676,0.61424,0.68668,0.77949,0.73217,0.89177,0.2285,0.00452,0.13201,0.16583,67.37,2.0
92223,0.47868,0.59639,0.71121,0.62857,0.62714,0.61751,0.50066,0.55483,0.03599,0.0003,0.93143,0.7677,47.07,0.0
29408,0.33004,0.32016,0.4219,0.47408,0.56644,0.67329,0.71566,0.8475,0.15468,0.00042,0.77166,0.68568,66.01,1.0
164462,0.45327,0.36041,0.36809,0.41316,0.53474,0.54861,0.50693,0.55373,0.18886,0.00476,0.21238,0.17104,82.39,2.0
73454,0.35172,0.37887,0.49108,0.53154,0.58386,0.63816,0.68137,0.75277,0.41089,0.00198,0.95347,0.92646,40.16,0.0
60891,0.30749,0.35965,0.2706,0.45051,0.93638,0.97471,0.8882,0.99705,0.14437,0.00043,0.94071,0.52695,41.12,0.0
3692,0.40412,0.37146,0.43869,0.48117,0.53741,0.6101,0.64211,0.75029,0.30709,0.03939,0.53394,0.34775,71.51,2.0
170865,0.65541,0.63449,0.63507,0.66467,0.93614,0.99042,0.86734,1.02444,0.38337,0.04186,0.0912,0.11305,37.57,2.0
68222,0.12448,0.08774,0.07035,0.05907,0.06021,0.06211,0.05131,0.06088,0.0043,0.00036,0.04581,0.02982,63.41,0.0
70690,0.25923,0.37318,0.21646,0.53841,0.9173,0.95641,0.87773,0.98549,0.14407,0.00063,0.78296,0.41659,72.29,0.0
193727,0.86353,0.81815,0.84449,0.85682,0.90095,0.91771,0.86946,0.92178,0.69367,0.074,0.06667,0.08464,47.16,2.0
67740,0.96953,0.90758,0.95859,0.97986,0.98954,0.99337,0.98836,0.99823,0.80667,0.15639,0.13079,0.1934,56.13,2.0
152957,0.66098,0.60182,0.63995,0.68913,0.82812,0.83417,0.81259,0.83865,0.483,0.01551,0.12603,0.15445,72.77,2.0
75736,0.2682,0.3848,0.23536,0.54431,0.98216,0.98941,0.97429,0.99696,0.65036,0.0235,0.77199,0.36125,62.99,0.0
106415,0.86175,0.83191,0.84228,0.921,0.97966,0.97213,0.95863,0.9593,0.83796,0.22953,0.11224,0.13648,43.9,2.0
119269,0.30501,0.28862,0.25989,0.33794,0.68147,0.76017,0.67645,0.7903,0.17609,0.00487,0.23644,0.18346,78.09,2.0
18073,0.65299,0.62706,0.64357,0.69905,0.87971,0.9056,0.84566,0.9247,0.4976,0.05862,0.63861,0.49624,58.55,2.0
49082,0.47668,0.47818,0.45325,0.50238,0.87008,0.93897,0.81035,0.97731,0.09009,0.00034,0.70612,0.38473,49.31,2.0
192189,0.74505,0.71695,0.72426,0.74457,0.89158,0.94372,0.83322,0.97485,0.51246,0.06339,0.06159,0.07857,45.91,2.0
116820,0.65641,0.51736,0.58917,0.60553,0.62497,0.63885,0.61699,0.64473,0.51318,0.10189,0.08764,0.10411,83.63,2.0
69838,0.25234,0.36337,0.19748,0.53665,0.96425,0.9814,0.93743,0.99523,0.3521,0.0006,0.89307,0.45109,59.88,0.0
198100,0.97574,0.90732,0.95654,0.94881,0.96337,0.97236,0.9277,0.97502,0.66345,0.15313,0.08881,0.11068,50.15,2.0
152048,0.79522,0.76815,0.79173,0.82602,0.93894,0.98331,0.90004,1.01369,0.63991,0.1267,0.41454,0.38842,48.99,2.0
48728,0.71373,0.67026,0.70604,0.71941,0.72976,0.73805,0.73004,0.74687,0.54561,0.09829,0.59465,0.48155,58.82,2.0
66401,0.36863,0.44507,0.33248,0.63759,0.96316,0.98361,0.93192,0.99774,0.30797,0.00062,0.94323,0.58977,53.72,0.0
30496,0.39104,0.34453,0.33526,0.43986,0.51735,0.55866,0.49541,0.58168,0.21748,0.01353,0.3907,0.23335,82.06,2.0
32218,0.48588,0.47176,0.46585,0.56873,0.92276,0.93302,0.90344,0.94127,0.46534,0.0103,0.68834,0.35978,55.8,2.0
198059,0.73461,0.70878,0.73157,0.73215,0.98394,1.04633,0.95798,1.06627,0.22591,0.00038,0.59474,0.51183,39.86,2.0
82996,0.41652,0.38856,0.44801,0.39634,0.45296,0.51908,0.44223,0.56643,0.01138,0.00052,0.64165,0.42923,73.65,2.0
86480,0.98373,0.92079,0.96553,0.97623,0.98849,0.99429,0.97404,0.99996,0.60644,0.01223,0.9525,0.93196,45.67,0.0
55718,0.2296,0.22897,0.25785,0.38435,0.76597,0.88477,0.70109,0.9554,0.00973,0.00076,0.61596,0.22229,80.02,0.0
97429,0.31103,0.33545,0.27832,0.48143,0.96458,0.97851,0.94722,0.99217,0.44211,0.00142,0.93442,0.52531,68.89,0.0
86343,0.18289,0.2653,0.13,0.33941,0.85456,0.95919,0.88809,0.97898,0.19069,0.00036,0.47669,0.20453,52.25,0.0
65393,0.19324,0.19046,0.12805,0.23273,0.70091,0.78472,0.76593,0.78205,0.47644,0.00821,0.49088,0.25789,67.27,1.0
162365,0.83484,0.77749,0.81425,0.83417,0.87111,0.86561,0.85423,0.85527,0.81832,0.32561,0.12632,0.15321,64.66,2.0
13747,0.42688,0.42211,0.39189,0.44886,0.83256,0.88767,0.77434,0.92134,0.13929,0.00038,0.47274,0.26258,56.88,2.0
138695,0.70413,0.62654,0.69985,0.75438,0.76742,0.76667,0.75643,0.76288,0.69377,0.28809,0.15387,0.17942,77.15,2.0
113977,0.88267,0.80976,0.87209,0.90262,0.91276,0.91691,0.91988,0.92243,0.8778,0.47796,0.12867,0.17261,69.66,2.0
160969,0.57924,0.50169,0.54167,0.57548,0.67878,0.71045,0.65805,0.72808,0.45779,0.05894,0.07548,0.09182,79.76,2.0
135673,0.35461,0.38525,0.32252,0.50069,0.99468,0.99794,0.99383,1.0018,0.82906,0.13714,0.28693,0.2214,51.88,2.0
41304,0.71316,0.69987,0.713,0.76531,0.92868,0.98116,0.88876,1.01773,0.62517,0.17853,0.56032,0.38004,45.27,2.0
3272,0.43581,0.51339,0.40718,0.66846,0.96335,0.98651,0.91935,1.00394,0.42881,0.11581,0.56783,0.32382,47.77,2.0
50699,0.32932,0.54252,0.31178,0.78669,0.99567,0.99774,0.99731,1.00058,0.90218,0.36011,0.95535,0.66946,49.04,0.0
41256,0.44299,0.4649,0.43342,0.55056,0.95001,0.99495,0.89666,1.02559,0.26484,0.00237,0.84333,0.58335,45.05,2.0
110094,0.3603,0.37691,0.48576,0.52345,0.57645,0.63205,0.66739,0.74859,0.3521,0.02371,0.87449,0.85576,55.27,0.0
11601,0.546,0.51005,0.53664,0.5434,0.55375,0.56324,0.54897,0.56246,0.38326,0.10062,0.51698,0.44529,62.05,2.0
56228,0.2593,0.25572,0.1813,0.48028,0.88463,0.92141,0.87777,0.96124,0.24253,0.00145,0.71394,0.35827,83.64,0.0
95812,0.28216,0.37377,0.24842,0.50787,0.88955,0.95239,0.83098,0.98878,0.05572,0.00032,0.92184,0.53834,56.86,0.0
171603,0.85615,0.80563,0.8409,0.88008,0.88998,0.89947,0.87197,0.90117,0.78349,0.21727,0.09405,0.11665,60.24,2.0
168307,0.7495,0.68254,0.72551,0.75134,0.80592,0.80223,0.7959,0.79594,0.76375,0.37296,0.19241,0.21872,73.29,2.0
85896,0.24101,0.23414,0.27494,0.30543,0.35328,0.39461,0.41337,0.47823,0.1502,0.00054,0.92672,0.829,70.05,0.0
68401,0.21582,0.32893,0.17096,0.44309,0.86105,0.93843,0.79886,0.98283,0.03082,0.00034,0.63905,0.23156,64.56,0.0
103327,0.50904,0.89891,0.938,0.90633,0.95581,1.00699,0.90026,1.03661,0.10175,0.00028,0.43071,0.3707,35.91,2.0
55323,0.53009,0.55853,0.68364,0.73577,0.80409,0.87188,0.89998,0.997,0.35611,0.00053,0.94524,0.90508,54.22,0.0
80517,0.37418,0.69218,0.3508,0.86337,0.93236,0.97307,0.88373,0.99666,0.13513,0.00035,0.75061,0.40889,38.4,0.0
61805,0.2217,0.32811,0.17568,0.44847,0.97547,0.9843,0.96864,0.99395,0.61925,0.01664,0.90641,0.61588,65.47,0.0
129678,0.64727,0.63504,0.62933,0.72533,0.96503,0.9799,0.93081,0.99173,0.66856,0.35777,0.17523,0.20776,52.56,2.0
188027,0.8828,0.83811,0.88167,0.88984,0.9001,0.91575,0.88772,0.92048,0.80042,0.28502,0.12207,0.14916,49.3,2.0
125098,0.4924,0.54368,0.45449,0.72241,0.8209,0.82697,0.80993,0.83275,0.4922,0.00825,0.09017,0.1038,74.29,2.0
180294,0.64201,0.62385,0.93696,0.88527,0.92342,0.96292,0.87494,0.99059,0.50536,0.07396,0.56781,0.44802,47.98,2.0
171067,0.83286,0.79654,0.81867,0.82962,0.88112,0.91799,0.84178,0.94212,0.49207,0.01298,0.11317,0.13979,48.14,2.0
159271,0.74146,0.6871,0.72113,0.74524,0.82837,0.84999,0.80636,0.86277,0.72856,0.33107,0.14612,0.17454,68.06,2.0
14972,0.42375,0.38722,0.38628,0.38713,0.39132,0.39694,0.38557,0.38812,0.23592,0.00917,0.34234,0.26699,63.6,2.0
187806,0.78799,0.74426,0.795,0.81424,0.83123,0.8508,0.87006,0.92088,0.64164,0.04857,0.07409,0.0926,49.3,2.0
193197,0.70622,0.6633,0.6872,0.71403,0.91597,0.92233,0.89744,0.92062,0.64738,0.10681,0.10465,0.12479,60.43,2.0
170008,0.82807,0.78916,0.81253,0.84924,0.96058,0.97519,0.9244,0.98315,0.79894,0.38211,0.16324,0.19393,47.62,2.0
45303,0.25794,0.34172,0.22433,0.48207,0.97561,0.98576,0.96213,0.99508,0.55262,0.0068,0.80156,0.37675,51.92,0.0
92145,0.34721,0.55908,0.8607,0.86062,0.91273,0.96387,0.85698,0.99367,0.08592,0.00032,0.93261,0.81926,46.83,0.0
168060,0.236,0.20178,0.19929,0.20005,0.20171,0.20002,0.19414,0.19803,0.12635,0.00422,0.08155,0.08588,59.92,1.0
20068,0.54855,0.42566,0.47505,0.50822,0.52224,0.53492,0.53487,0.56048,0.41778,0.11582,0.42247,0.34742,83.34,2.0
87528,0.36745,0.50287,0.32217,0.69991,0.97166,0.98803,0.93963,0.99968,0.34,0.00049,0.84286,0.42225,39.31,0.0
5033,0.51951,0.54212,0.50113,0.63816,1.07556,1.08584,1.05557,1.09363,0.55704,0.00621,0.78645,0.45068,37.3,2.0
148570,0.49184,0.45771,0.68389,0.71857,0.73729,0.74465,0.73175,0.75267,0.46924,0.02481,0.14922,0.17491,81.21,2.0
155970,0.7883,0.7485,0.77285,0.80365,0.91557,0.93505,0.87498,0.94477,0.65087,0.16981,0.11208,0.13557,55.36,2.0
101221,0.54431,0.54993,0.74067,0.82815,0.93367,0.98462,0.86389,1.01665,0.41376,0.09226,0.07146,0.09118,40.33,2.0
110736,0.56817,0.49265,0.5263,0.58456,0.72486,0.73102,0.70358,0.7339,0.33073,0.00149,0.06937,0.0816,79.93,2.0
63766,0.30723,0.54882,0.27008,0.69959,0.92117,0.96563,0.8728,0.99274,0.11868,0.00049,0.80339,0.43834,58.13,0.0
154456,0.65187,0.65158,0.65968,0.76805,0.79992,0.84085,0.7684,0.86567,0.51227,0.08942,0.11163,0.13277,69.87,2.0
46838,0.29355,0.39933,0.24944,0.55893,1.08645,1.09247,1.07916,1.09845,0.76916,0.04785,0.73103,0.34794,32.13,2.0
125500,0.4148,0.357,0.37979,0.393,0.39829,0.39874,0.39455,0.39942,0.30804,0.03844,0.10836,0.12667,76.53,2.0
77882,0.36275,0.47414,0.32109,0.62523,0.93962,0.97307,0.89767,0.99476,0.17838,0.00036,0.78591,0.38449,54.14,0.0
60229,0.3561,0.58917,0.36684,0.84197,0.96765,0.98611,0.93688,0.99885,0.34816,0.00038,0.72712,0.33819,35.65,0.0
70955,0.33168,0.5307,0.30844,0.75572,0.97103,0.98517,0.94667,0.99704,0.40349,0.00082,0.94401,0.64237,58.93,0.0
80834,0.25089,0.28143,0.20791,0.35297,0.98355,0.9935,0.97672,0.99923,0.63917,0.0137,0.46435,0.19762,47.89,0.0
83816,0.30717,0.54823,0.44634,0.86389,0.91136,0.9473,0.88215,0.97848,0.17811,0.00098,0.90471,0.39313,77.99,0.0
148475,0.68378,0.65694,0.66317,0.71854,0.86531,0.90789,0.81949,0.93441,0.56706,0.10116,0.08804,0.10618,56.91,2.0
197927,0.79522,0.75735,0.78018,0.79724,0.89081,0.9387,0.8546,0.97462,0.65422,0.14143,0.1044,0.12585,45.41,2.0
85504,0.33321,0.47278,0.42737,0.82817,0.88957,0.93888,0.8523,0.97618,0.10495,0.00091,0.89583,0.434,77.53,0.0
49994,0.4946,0.4849,0.47559,0.53957,0.87064,0.90764,0.82666,0.9333,0.25503,0.00206,0.67983,0.42427,58.27,2.0
108686,0.53391,0.54708,0.50425,0.60914,0.86943,0.95225,0.79473,1.00525,0.30897,0.01652,0.08363,0.10166,42.36,2.0
21911,0.40398,0.33229,0.34399,0.38823,0.56854,0.59854,0.54746,0.61504,0.26026,0.04087,0.4023,0.23313,80.91,2.0
185888,0.48153,0.48178,0.46361,0.62983,0.87176,0.87551,0.86838,0.87922,0.67743,0.06917,0.11648,0.13407,69.77,2.0
175094,0.67375,0.66093,0.65661,0.72244,0.99055,1.00661,0.94441,1.01446,0.57369,0.09025,0.07961,0.09759,40.01,2.0
188495,0.7154,0.67995,0.70262,0.75047,0.91896,0.93625,0.88609,0.94738,0.49061,0.04272,0.52294,0.40421,55.5,2.0
56569,0.28343,0.38501,0.25285,0.53347,0.91895,0.9674,0.86553,0.99482,0.09956,0.00034,0.93773,0.5707,40.76,0.0
71210,0.22569,0.2658,0.192,0.37283,0.98736,0.99366,0.97505,0.9997,0.61878,0.016,0.88146,0.44174,51.32,0.0
127257,0.39048,0.36434,0.45042,0.43361,0.48317,0.52746,0.45389,0.54205,0.02778,0.0008,0.15881,0.1451,77.64,2.0
56610,0.31785,0.31166,0.34206,0.33265,0.35333,0.37575,0.34877,0.38803,0.06106,0.00037,0.44128,0.3873,45.17,0.0
65566,0.24812,0.3391,0.22048,0.51046,0.93223,0.96776,0.8922,0.99176,0.18415,0.00035,0.63333,0.29873,63.03,0.0
66446,0.31987,0.34111,0.40255,0.43106,0.51396,0.60785,0.60803,0.76827,0.06561,0.00029,0.92949,0.79896,49.88,0.0
160563,0.70726,0.65795,0.68462,0.70027,0.86371,0.87548,0.81764,0.87669,0.37172,0.00727,0.08929,0.10391,60.89,2.0
64459,0.354,0.42092,0.31083,0.56834,0.82304,0.90912,0.77132,0.965,0.02617,0.00069,0.87005,0.40096,79.13,0.0
189698,0.74632,0.6349,0.68641,0.64872,0.68619,0.72581,0.65534,0.7487,0.30955,0.00468,0.08298,0.09936,78.85,2.0
44155,0.32194,0.47459,0.29295,0.6372,0.93414,1.00857,0.87042,1.05267,0.04479,0.00026,0.94223,0.41322,36.86,1.0
106052,0.82702,0.78129,0.81113,0.81821,0.82261,0.82295,0.81209,0.82148,0.66058,0.12967,0.09841,0.12111,49.2,2.0
99188,0.18437,0.23935,0.1567,0.34853,0.9874,0.99228,0.98329,0.99783,0.73841,0.06019,0.66301,0.29692,54.05,0.0
107224,0.53021,0.44325,0.50059,0.53432,0.54894,0.55757,0.56431,0.5752,0.4907,0.10226,0.09225,0.10938,81.39,2.0
186009,0.80349,0.77332,0.79834,0.82421,1.01845,1.02803,0.98778,1.03057,0.56106,0.01843,0.09994,0.11985,35.4,2.0
115785,0.58005,0.48564,0.53682,0.57307,0.65098,0.67982,0.64611,0.68812,0.31009,0.00253,0.07564,0.08878,81.47,2.0
26792,0.33455,0.28772,0.24429,0.39354,0.53842,0.54711,0.52117,0.55156,0.24713,0.01637,0.38976,0.18726,83.44,2.0
68815,0.25744,0.45327,0.20024,0.54088,0.86428,0.94377,0.79925,0.98642,0.02845,0.00027,0.84389,0.35002,49.85,0.0
175567,0.77005,0.71133,0.74702,0.76885,0.80049,0.81851,0.78135,0.82662,0.67168,0.1808,0.11362,0.13685,68.4,2.0
97538,0.21579,0.35974,0.19029,0.51045,0.99232,0.99625,0.98662,1.00023,0.76333,0.09652,0.74267,0.32834,44.68,0.0
133409,0.52078,0.5311,0.47313,0.67483,0.76758,0.78328,0.73818,0.79416,0.227,0.00106,0.07847,0.09084,76.62,2.0
37420,0.87032,0.79881,0.82901,0.77595,0.81071,0.85591,0.77424,0.88777,0.45535,0.05131,0.55986,0.46957,60.14,2.0
192017,0.60629,0.60535,0.58634,0.66211,0.90938,0.95064,0.856,0.97581,0.21166,0.01336,0.41785,0.31612,52.52,2.0
194363,0.69402,0.66028,0.67902,0.72807,0.92047,0.93331,0.8895,0.94056,0.53413,0.03453,0.09438,0.11829,58.62,2.0
71886,0.42558,0.47739,0.77011,0.7782,0.84858,0.92369,0.79757,0.97248,0.03783,0.00064,0.88588,0.71073,76.86,0.0
101564,0.59962,0.5624,0.57283,0.59695,0.76319,0.86363,0.75798,0.90218,0.45272,0.10394,0.10942,0.13057,63.69,2.0
88912,0.28633,0.37807,0.26115,0.55086,0.98753,0.99258,0.98047,0.99827,0.69395,0.04105,0.742,0.36475,54.11,0.0
71997,0.43288,0.87848,0.59356,0.98831,0.9954,0.99785,0.99384,1.00073,0.84721,0.23074,0.96528,0.69114,43.32,0.0
57800,0.9397,0.87293,0.94021,0.95582,0.97417,0.98418,0.96209,0.99449,0.54905,0.00582,0.12833,0.18634,63.5,0.0
97130,0.29312,0.34095,0.20753,0.47328,0.80398,0.89427,0.75638,0.95592,0.026,0.00105,0.57496,0.20213,81.82,0.0
18903,1.03164,0.98018,1.01899,0.95065,0.99653,1.04904,0.94374,1.08003,0.1265,0.00031,0.85203,0.60154,32.9,2.0
161281,0.9258,0.88185,0.90733,0.92036,0.92808,0.93999,0.90096,0.94526,0.70902,0.1716,0.09992,0.12377,42.78,2.0
90299,0.95287,0.88513,0.94386,0.94682,0.96871,0.98318,0.94528,0.99551,0.40187,0.00093,0.94032,0.90131,61.04,0.0
155201,0.77285,0.74105,0.75512,0.78972,1.01396,1.01598,0.98885,1.0154,0.81267,0.33815,0.12151,0.14939,38.36,2.0
32336,0.26161,0.25618,0.17076,0.27772,0.61874,0.67145,0.56943,0.69947,0.02905,0.00094,0.43188,0.19529,78.66,1.0
47807,0.62613,0.64442,0.64686,0.7116,0.94206,1.01091,0.87704,1.05457,0.26283,0.00237,0.73671,0.51317,37.57,2.0
106738,0.69349,0.69611,0.73558,0.80283,0.90731,0.95931,0.84629,0.99182,0.48931,0.07139,0.06536,0.08393,46.34,2.0
100585,0.25554,0.22115,0.21703,0.20967,0.21305,0.2158,0.20061,0.20998,0.10521,0.01306,0.09808,0.10182,47.78,1.0
51908,0.2599,0.34901,0.21468,0.47994,0.97069,0.98383,0.95037,0.99575,0.44194,0.00118,0.94047,0.62251,61.45,0.0
71183,0.24058,0.20803,0.22209,0.22697,0.23381,0.23967,0.23375,0.24427,0.11323,0.00093,0.27698,0.25095,70.8,1.0
97172,0.15662,0.16994,0.11628,0.21284,0.36727,0.39753,0.39847,0.41452,0.25199,0.00432,0.40241,0.26043,69.35,0.0
102224,0.55372,0.57143,0.53274,0.71585,0.86457,0.87059,0.85418,0.87674,0.64051,0.26424,0.18297,0.20993,70.15,2.0
19376,0.43866,0.4635,0.67918,0.73798,0.78191,0.79848,0.78793,0.79911,0.6236,0.06663,0.71276,0.58209,65.79,2.0
39891,0.41585,0.41046,0.40473,0.45389,0.84375,0.92289,0.77478,0.96898,0.08759,0.00028,0.66818,0.33415,50.24,2.0
132675,0.61546,0.51089,0.5717,0.60996,0.65489,0.66996,0.6431,0.6765,0.49023,0.0578,0.10042,0.11878,82.47,2.0
92010,0.27191,0.34426,0.23429,0.49777,0.94034,0.96437,0.91641,0.98632,0.29397,0.00071,0.85221,0.40828,74.25,0.0
888,0.21536,0.32492,0.18549,0.44229,0.95965,0.98643,0.92212,1.00453,0.24339,0.00035,0.67397,0.27833,47.03,0.0
114101,0.28898,0.35392,0.25545,0.55116,1.01415,1.02856,0.98064,1.04061,0.44904,0.02401,0.39416,0.26168,38.22,2.0
173673,0.82948,0.79257,0.81003,0.82083,0.92509,0.96944,0.87765,0.99583,0.69265,0.20544,0.09556,0.11742,33.17,2.0
34663,1.09782,1.02123,1.04323,0.94898,0.99871,1.06513,0.93191,1.10804,0.4728,0.05604,0.61159,0.35961,35.63,2.0
86689,0.32206,0.49481,0.27088,0.64414,0.93496,0.96822,0.89462,0.99202,0.18514,0.00052,0.74326,0.31984,65.53,0.0
116046,0.44175,0.46872,0.41836,0.61733,0.85347,0.87289,0.82392,0.88854,0.45294,0.18805,0.23223,0.21591,68.99,2.0
184529,0.86228,0.78188,0.83247,0.83156,0.84268,0.84929,0.82155,0.84817,0.74049,0.31434,0.14733,0.17511,68.34,2.0
36196,0.59012,0.5628,0.57382,0.62166,0.85891,0.88752,0.81998,0.90664,0.36252,0.00804,0.59296,0.40914,58.77,2.0
147195,0.74666,0.71465,0.7277,0.74657,0.8971,0.93556,0.84056,0.95684,0.42222,0.01413,0.08551,0.10544,48.91,2.0
111131,0.41615,0.49644,0.86045,0.98755,1.00581,1.01582,0.98126,1.02532,0.52056,0.03703,0.58473,0.37503,45.46,2.0
105629,0.65699,0.64087,0.63698,0.73432,0.94846,0.94922,0.93102,0.94782,0.64555,0.03916,0.07102,0.08884,57.16,2.0
11946,0.34368,0.35218,0.32999,0.43223,0.9849,1.00013,0.96276,1.01364,0.41486,0.00096,0.8963,0.45724,50.49,2.0
69063,0.26553,0.3461,0.22994,0.46425,0.8858,0.94393,0.83864,0.98166,0.07585,0.00048,0.82796,0.37745,72.11,0.0
158323,0.75782,0.73908,0.74816,0.78591,0.93808,0.99797,0.88851,1.04179,0.50731,0.02658,0.296,0.28928,34.06,2.0
56631,0.31392,0.41443,0.29273,0.57291,0.90815,0.95819,0.86037,0.98893,0.10017,0.00041,0.77872,0.38635,62.51,0.0
64046,0.24309,0.26754,0.22203,0.36998,0.97373,0.98543,0.9566,0.99608,0.4886,0.0025,0.86889,0.44106,63.11,0.0
198151,0.34244,0.35255,0.29523,0.444,0.83178,0.83655,0.82937,0.84197,0.62451,0.04671,0.21567,0.16196,75.04,2.0
28344,0.8216,0.78394,0.82371,0.82997,0.84207,0.85205,0.8375,0.85945,0.68205,0.23094,0.72591,0.59628,48.19,2.0
126990,0.27705,0.35659,0.23363,0.48103,0.96879,0.98424,0.94344,0.99665,0.38603,0.00066,0.51734,0.38829,55.45,1.0
18351,0.5371,0.66038,0.51254,0.84058,1.03504,1.06925,0.97749,1.09319,0.36331,0.01685,0.76387,0.40234,36.01,2.0
30913,0.36637,0.41908,0.55228,0.55972,0.64042,0.72605,0.67464,0.80898,0.07227,0.00032,0.95087,0.72793,38.36,2.0
199233,0.61269,0.57069,0.60013,0.64325,0.70411,0.74044,0.6804,0.76403,0.50406,0.17101,0.40362,0.25952,69.56,2.0
86623,0.37459,0.32194,0.33475,0.30111,0.32193,0.34389,0.29395,0.34945,0.01788,0.00065,0.29643,0.22036,78.36,2.0
157550,0.83152,0.79137,0.82702,0.83864,0.84558,0.84939,0.84113,0.85166,0.78766,0.31755,0.12758,0.15588,47.67,2.0
125271,0.83272,0.77684,0.81208,0.826,0.84717,0.85226,0.82599,0.84871,0.70187,0.16258,0.12226,0.14549,62.62,2.0
152676,0.73702,0.71284,0.71604,0.7468,0.83345,0.89205,0.78473,0.93032,0.39093,0.00883,0.07126,0.08928,56.41,2.0
98914,0.32821,0.44936,0.30008,0.58605,0.96884,0.98609,0.93594,0.99883,0.3236,0.00045,0.94928,0.50857,44.95,0.0
23259,0.18648,0.18661,0.12345,0.22547,0.54419,0.61983,0.55969,0.63482,0.12927,0.00348,0.34814,0.17285,79.28,1.0
72395,0.25778,0.32434,0.20508,0.42822,0.88393,0.94363,0.83566,0.98188,0.06943,0.0005,0.86853,0.36458,71.55,0.0
75709,0.36386,0.43007,0.75199,0.88245,0.93364,0.96853,0.89528,0.99157,0.18146,0.00048,0.93174,0.65064,62.64,0.0
29069,0.28226,0.2788,0.21959,0.33631,0.77408,0.84002,0.72413,0.88303,0.05907,0.00202,0.75603,0.3147,78.47,0.0
180109,0.61758,0.51068,0.56839,0.62139,0.69097,0.69008,0.68196,0.68657,0.59621,0.14623,0.08029,0.09525,81.97,2.0
12602,0.54627,0.52465,0.53334,0.58554,0.89718,0.92154,0.85689,0.93961,0.48343,0.10269,0.63327,0.43142,55.73,2.0
187491,0.79836,0.75542,0.80292,0.83235,0.86373,0.92997,0.9154,0.95546,0.78027,0.28221,0.1187,0.14326,51.5,2.0
145760,0.62554,0.53436,0.58429,0.60437,0.61689,0.62128,0.60767,0.62425,0.39349,0.01357,0.0914,0.10877,79.8,2.0
68822,0.33574,0.51169,0.33558,0.72253,0.83154,0.91803,0.77511,0.97095,0.02396,0.00059,0.88151,0.48276,75.95,0.0
197398,0.55247,0.54485,0.52968,0.62013,1.03123,1.03487,1.00917,1.03631,0.61117,0.01176,0.0592,0.07572,34.02,2.0
1868,0.38836,0.36311,0.2929,0.41522,0.46131,0.50405,0.41702,0.52301,0.02279,0.00118,0.2524,0.12632,84.83,2.0
